"","Ind","house","age","sex","income"
"4027","ind4622","336","45-49","f","$100,000 to $124,999"
"4028","ind4623","1752","45-49","f","$50,000 to $59,999"
"4029","ind4624","1519","45-49","f","$30,000 to $34,999"
"4030","ind4625","361","45-49","f","$100,000 to $124,999"
"4031","ind4626","1386","45-49","f","$25,000 to $29,999"
"4032","ind4627","2058","45-49","f",NA
"4033","ind4628","1815","45-49","f","$50,000 to $59,999"
"4034","ind4629","1656","45-49","f","$40,000 to $44,999"
"4035","ind463","2030","45-49","f","$10,000 to $14,999"
"4036","ind4630","1557","45-49","f","$35,000 to $39,999"
"4037","ind4631","1075","45-49","f","Less than $10,000"
"4038","ind4632","1573","45-49","f","$35,000 to $39,999"
"4039","ind4633","1951","45-49","f","$60,000 to $74,999"
"4040","ind4634","335","45-49","f","$100,000 to $124,999"
"4041","ind4635","1732","45-49","f","$45,000 to $49,999"
"4042","ind4636","388","45-49","f","$100,000 to $124,999"
"4043","ind4637","1561","45-49","f","$35,000 to $39,999"
"4044","ind4638","1962","45-49","f","$60,000 to $74,999"
"4045","ind4639","1963","45-49","f","$60,000 to $74,999"
"4046","ind464","1493","45-49","f","$30,000 to $34,999"
"4047","ind4640","362","45-49","f","$100,000 to $124,999"
"4048","ind4641","450","45-49","f","$150,000 to $199,999"
"4049","ind4642","1871","45-49","f","$60,000 to $74,999"
"4050","ind4643","2053","45-49","f",NA
"4051","ind4644",NA,"45-49","f",NA
"4052","ind4645","2007","45-49","f","$75,000 to $99,999"
"4053","ind4646","1098","45-49","f","Less than $10,000"
"4054","ind4647","2077","45-49","f",NA
"4055","ind4648","419","45-49","f","$100,000 to $124,999"
"4056","ind4649","1388","45-49","f","$25,000 to $29,999"
"4057","ind465","1812","45-49","f","$50,000 to $59,999"
"4058","ind4650","416","45-49","f","$100,000 to $124,999"
"4059","ind4651","1196","45-49","f","Less than $10,000"
"4060","ind4652","1606","45-49","f","$35,000 to $39,999"
"4061","ind4653","1200","45-49","f","Less than $10,000"
"4062","ind4654",NA,"45-49","f",NA
"4063","ind4655","1817","45-49","f","$50,000 to $59,999"
"4064","ind4656","1938","45-49","f","$60,000 to $74,999"
"4065","ind4657","1735","45-49","f","$45,000 to $49,999"
"4066","ind4658","1912","45-49","f","$60,000 to $74,999"
"4067","ind4659","1885","45-49","f","$60,000 to $74,999"
"4068","ind466","354","45-49","f","$100,000 to $124,999"
"4069","ind4660","2054","45-49","f",NA
"4070","ind4661","1743","45-49","f","$45,000 to $49,999"
"4071","ind4662","315","45-49","f","$100,000 to $124,999"
"4072","ind4663","424","45-49","f","$125,000 to $149,999"
"4073","ind4664","1396","45-49","f","$25,000 to $29,999"
"4074","ind4665","2051","45-49","f",NA
"4075","ind4666","1201","45-49","f","Less than $10,000"
"4076","ind4667","438","45-49","f","$125,000 to $149,999"
"4077","ind4668",NA,"45-49","f",NA
"4078","ind4669","1926","45-49","f","$60,000 to $74,999"
"4079","ind467","1657","45-49","f","$40,000 to $44,999"
"4080","ind4670","1112","45-49","f","Less than $10,000"
"4081","ind4671","1526","45-49","f","$30,000 to $34,999"
"4082","ind4672","1495","45-49","f","$30,000 to $34,999"
"4083","ind4673","1137","45-49","f","Less than $10,000"
"4084","ind4674","1410","45-49","f","$25,000 to $29,999"
"4085","ind4675","1190","45-49","f","Less than $10,000"
"4086","ind4676","401","45-49","f","$100,000 to $124,999"
"4087","ind4677","1136","45-49","f","Less than $10,000"
"4088","ind4678","445","45-49","f","$125,000 to $149,999"
"4089","ind4679","1576","45-49","f","$35,000 to $39,999"
"4090","ind468","1901","45-49","f","$60,000 to $74,999"
"4091","ind4680","454","45-49","f","$150,000 to $199,999"
"4092","ind4681","1572","45-49","f","$35,000 to $39,999"
"4093","ind4682","2030","45-49","f","$10,000 to $14,999"
"4094","ind4683","1555","50-54","f","$35,000 to $39,999"
"4095","ind4684","2032","50-54","f",NA
"4096","ind4685","1528","50-54","f","$30,000 to $34,999"
"4097","ind4686","1668","50-54","f","$40,000 to $44,999"
"4098","ind4687","1530","50-54","f","$30,000 to $34,999"
"4099","ind4688","1829","50-54","f","$50,000 to $59,999"
"4100","ind4689","1964","50-54","f","$60,000 to $74,999"
"4101","ind469","1340","50-54","f","$10,000 to $14,999"
"4102","ind4690",NA,"50-54","f",NA
"4103","ind4691",NA,"50-54","f",NA
"4104","ind4692","2091","50-54","f",NA
"4105","ind4693","1477","50-54","f","$30,000 to $34,999"
"4106","ind4694","1119","50-54","f","Less than $10,000"
"4107","ind4695","2030","50-54","f","$10,000 to $14,999"
"4108","ind4696","382","50-54","f","$100,000 to $124,999"
"4109","ind4697","1155","50-54","f","Less than $10,000"
"4110","ind4698",NA,"50-54","f",NA
"4111","ind4699","1925","50-54","f","$60,000 to $74,999"
"4112","ind47","1768","50-54","f","$50,000 to $59,999"
"4113","ind470","1288","50-54","f","$10,000 to $14,999"
"4114","ind4700","1547","50-54","f","$30,000 to $34,999"
"4115","ind4701","1417","50-54","f","$25,000 to $29,999"
"4116","ind4702","1402","50-54","f","$25,000 to $29,999"
"4117","ind4703","1977","50-54","f","$60,000 to $74,999"
"4118","ind4704","1450","50-54","f","$25,000 to $29,999"
"4119","ind4705","1315","50-54","f","$10,000 to $14,999"
"4120","ind4706","1163","50-54","f","Less than $10,000"
"4121","ind4707","1442","50-54","f","$25,000 to $29,999"
"4122","ind4708","1336","50-54","f","$10,000 to $14,999"
"4123","ind4709","2030","50-54","f","$10,000 to $14,999"
"4124","ind471","431","50-54","f","$125,000 to $149,999"
"4125","ind4710","1273","50-54","f","$10,000 to $14,999"
"4126","ind4711","1523","50-54","f","$30,000 to $34,999"
"4127","ind4712","2035","50-54","f",NA
"4128","ind4713","1306","50-54","f","$10,000 to $14,999"
"4129","ind4714",NA,"50-54","f",NA
"4130","ind4715","1574","50-54","f","$35,000 to $39,999"
"4131","ind4716","1116","50-54","f","Less than $10,000"
"4132","ind4717","465","50-54","f","$150,000 to $199,999"
"4133","ind4718","1106","50-54","f","Less than $10,000"
"4134","ind4719","1607","50-54","f","$35,000 to $39,999"
"4135","ind472","360","50-54","f","$100,000 to $124,999"
"4136","ind4720","2017","50-54","f","$100,000 to $124,999"
"4137","ind4721","2030","50-54","f","$10,000 to $14,999"
"4138","ind4722","1108","50-54","f","Less than $10,000"
"4139","ind4723","1773","50-54","f","$50,000 to $59,999"
"4140","ind4724","398","50-54","f","$100,000 to $124,999"
"4141","ind4725","2033","50-54","f",NA
"4142","ind4726","1118","50-54","f","Less than $10,000"
"4143","ind4727","2103","50-54","f",NA
"4144","ind4728","2034","50-54","f",NA
"4145","ind4729","1734","50-54","f","$45,000 to $49,999"
"4146","ind473","1517","50-54","f","$30,000 to $34,999"
"4147","ind4730","461","50-54","f","$150,000 to $199,999"
"4148","ind4731","1988","50-54","f","$75,000 to $99,999"
"4149","ind4732",NA,"50-54","f",NA
"4150","ind4733","351","50-54","f","$100,000 to $124,999"
"4151","ind4734","1608","50-54","f","$35,000 to $39,999"
"4152","ind4735","1633","50-54","f","$35,000 to $39,999"
"4153","ind4736","2066","50-54","f",NA
"4154","ind4737","1474","50-54","f","$30,000 to $34,999"
"4155","ind4738","2094","50-54","f",NA
"4156","ind4739","2030","50-54","f","$10,000 to $14,999"
"4157","ind474","1206","50-54","f","Less than $10,000"
"4158","ind4740","1930","50-54","f","$60,000 to $74,999"
"4159","ind4741","1920","50-54","f","$60,000 to $74,999"
"4160","ind4742","339","50-54","f","$100,000 to $124,999"
"4161","ind4743","1254","50-54","f","$10,000 to $14,999"
"4162","ind4744","1718","50-54","f","$45,000 to $49,999"
"4163","ind4745","1314","50-54","f","$10,000 to $14,999"
"4164","ind4746","2049","50-54","f",NA
"4165","ind4747","1583","50-54","f","$35,000 to $39,999"
"4166","ind4748","1896","50-54","f","$60,000 to $74,999"
"4167","ind4749","1515","50-54","f","$30,000 to $34,999"
"4168","ind475","2100","50-54","f",NA
"4169","ind4750","1867","50-54","f","$60,000 to $74,999"
"4170","ind4751","1244","50-54","f","$10,000 to $14,999"
"4171","ind4752","1347","50-54","f","$10,000 to $14,999"
"4172","ind4753","1356","50-54","f","$10,000 to $14,999"
"4173","ind4754","1599","50-54","f","$35,000 to $39,999"
"4174","ind4755","1935","50-54","f","$60,000 to $74,999"
"4175","ind4756","2030","50-54","f","$10,000 to $14,999"
"4176","ind4757","1350","50-54","f","$10,000 to $14,999"
"4177","ind4758","1449","50-54","f","$25,000 to $29,999"
"4178","ind4759","1662","50-54","f","$40,000 to $44,999"
"4179","ind476","1405","50-54","f","$25,000 to $29,999"
"4180","ind4760","1754","50-54","f","$50,000 to $59,999"
"4181","ind4761","329","50-54","f","$100,000 to $124,999"
"4182","ind4762","2072","50-54","f",NA
"4183","ind4763","406","50-54","f","$100,000 to $124,999"
"4184","ind4764","1612","50-54","f","$35,000 to $39,999"
"4185","ind4765","1794","50-54","f","$50,000 to $59,999"
"4186","ind4766","1086","50-54","f","Less than $10,000"
"4187","ind4767","2098","50-54","f",NA
"4188","ind4768","2030","50-54","f","$10,000 to $14,999"
"4189","ind4769","1643","50-54","f","$40,000 to $44,999"
"4190","ind477","1957","50-54","f","$60,000 to $74,999"
"4191","ind4770","1248","50-54","f","$10,000 to $14,999"
"4192","ind4771","426","50-54","f","$125,000 to $149,999"
"4193","ind4772","1105","50-54","f","Less than $10,000"
"4194","ind4773","1310","50-54","f","$10,000 to $14,999"
"4195","ind4774","352","50-54","f","$100,000 to $124,999"
"4196","ind4775","377","50-54","f","$100,000 to $124,999"
"4197","ind4776","1895","50-54","f","$60,000 to $74,999"
"4198","ind4777","400","50-54","f","$100,000 to $124,999"
"4199","ind4778","2040","50-54","f",NA
"4200","ind4779","1278","50-54","f","$10,000 to $14,999"
"4201","ind478","490","50-54","f","$150,000 to $199,999"
"4202","ind4780","430","50-54","f","$125,000 to $149,999"
"4203","ind4781","1222","50-54","f","Less than $10,000"
"4204","ind4782","1725","50-54","f","$45,000 to $49,999"
"4205","ind4783","370","50-54","f","$100,000 to $124,999"
"4206","ind4784","1481","50-54","f","$30,000 to $34,999"
"4207","ind4785","414","50-54","f","$100,000 to $124,999"
"4208","ind4786","1915","50-54","f","$60,000 to $74,999"
"4209","ind4787","422","50-54","f","$125,000 to $149,999"
"4210","ind4788","358","50-54","f","$100,000 to $124,999"
"4211","ind4789","1626","50-54","f","$35,000 to $39,999"
"4212","ind479","1149","50-54","f","Less than $10,000"
"4213","ind4790","1832","50-54","f","$50,000 to $59,999"
"4214","ind4791","1721","50-54","f","$45,000 to $49,999"
"4215","ind4792","378","50-54","f","$100,000 to $124,999"
"4216","ind4793","1215","50-54","f","Less than $10,000"
"4217","ind4794","2057","50-54","f",NA
"4218","ind4795","1353","50-54","f","$10,000 to $14,999"
"4219","ind4796","463","50-54","f","$150,000 to $199,999"
"4220","ind4797","457","50-54","f","$150,000 to $199,999"
"4221","ind4798","1750","50-54","f","$50,000 to $59,999"
"4222","ind4799","326","50-54","f","$100,000 to $124,999"
"4223","ind48","1434","50-54","f","$25,000 to $29,999"
"4224","ind480","383","50-54","f","$100,000 to $124,999"
"4225","ind4800","1758","50-54","f","$50,000 to $59,999"
"4226","ind4801","1781","50-54","f","$50,000 to $59,999"
"4227","ind4802","332","50-54","f","$100,000 to $124,999"
"4228","ind4803","1528","50-54","f","$30,000 to $34,999"
"4229","ind4804","322","50-54","f","$100,000 to $124,999"
"4230","ind4805","374","50-54","f","$100,000 to $124,999"
"4231","ind4806","1158","50-54","f","Less than $10,000"
"4232","ind4807","1691","50-54","f","$45,000 to $49,999"
"4233","ind4808","345","50-54","f","$100,000 to $124,999"
"4234","ind4809","2019","50-54","f","$100,000 to $124,999"
"4235","ind481","1261","50-54","f","$10,000 to $14,999"
"4236","ind4810","1487","50-54","f","$30,000 to $34,999"
"4237","ind4811","1617","50-54","f","$35,000 to $39,999"
"4238","ind4812","417","50-54","f","$100,000 to $124,999"
"4239","ind4813","1328","50-54","f","$10,000 to $14,999"
"4240","ind4814","1074","50-54","f","Less than $10,000"
"4241","ind4815","1952","50-54","f","$60,000 to $74,999"
"4242","ind4816","320","50-54","f","$100,000 to $124,999"
"4243","ind4817","493","50-54","f","$150,000 to $199,999"
"4244","ind4818","1213","50-54","f","Less than $10,000"
"4245","ind4819","1413","50-54","f","$25,000 to $29,999"
"4246","ind482",NA,"50-54","f",NA
"4247","ind4820","2086","50-54","f",NA
"4248","ind4821","1274","50-54","f","$10,000 to $14,999"
"4249","ind4822","1796","50-54","f","$50,000 to $59,999"
"4250","ind4823","1786","50-54","f","$50,000 to $59,999"
"4251","ind4824","1715","50-54","f","$45,000 to $49,999"
"4252","ind4825","1892","50-54","f","$60,000 to $74,999"
"4253","ind4826","404","50-54","f","$100,000 to $124,999"
"4254","ind4827","1207","50-54","f","Less than $10,000"
"4255","ind4828","484","50-54","f","$150,000 to $199,999"
"4256","ind4829","1335","50-54","f","$10,000 to $14,999"
"4257","ind483","1869","50-54","f","$60,000 to $74,999"
"4258","ind4830","1761","50-54","f","$50,000 to $59,999"
"4259","ind4831","471","50-54","f","$150,000 to $199,999"
"4260","ind4832","1166","50-54","f","Less than $10,000"
"4261","ind4833","441","50-54","f","$125,000 to $149,999"
"4262","ind4834","1687","50-54","f","$45,000 to $49,999"
"4263","ind4835","1321","50-54","f","$10,000 to $14,999"
"4264","ind4836","1365","50-54","f","$25,000 to $29,999"
"4265","ind4837",NA,"50-54","f",NA
"4266","ind4838","1822","50-54","f","$50,000 to $59,999"
"4267","ind4839","2025","50-54","f","$100,000 to $124,999"
"4268","ind484","1230","50-54","f","$10,000 to $14,999"
"4269","ind4840","366","50-54","f","$100,000 to $124,999"
"4270","ind4841","1291","50-54","f","$10,000 to $14,999"
"4271","ind4842","1241","50-54","f","$10,000 to $14,999"
"4272","ind4843","1553","50-54","f","$30,000 to $34,999"
"4273","ind4844","1111","50-54","f","Less than $10,000"
"4274","ind4845","1981","50-54","f","$75,000 to $99,999"
"4275","ind4846","325","50-54","f","$100,000 to $124,999"
"4276","ind4847","1554","50-54","f","$30,000 to $34,999"
"4277","ind4848","1647","50-54","f","$40,000 to $44,999"
"4278","ind4849","1473","50-54","f","$30,000 to $34,999"
"4279","ind485","1851","50-54","f","$50,000 to $59,999"
"4280","ind4850","1831","55-59","f","$50,000 to $59,999"
"4281","ind4851","1318","55-59","f","$10,000 to $14,999"
"4282","ind4852","2046","55-59","f",NA
"4283","ind4853","1675","55-59","f","$40,000 to $44,999"
"4284","ind4854","1233","55-59","f","$10,000 to $14,999"
"4285","ind4855","1453","55-59","f","$25,000 to $29,999"
"4286","ind4856","1341","55-59","f","$10,000 to $14,999"
"4287","ind4857","464","55-59","f","$150,000 to $199,999"
"4288","ind4858","1783","55-59","f","$50,000 to $59,999"
"4289","ind4859","1653","55-59","f","$40,000 to $44,999"
"4290","ind486","397","55-59","f","$100,000 to $124,999"
"4291","ind4860","1289","55-59","f","$10,000 to $14,999"
"4292","ind4861","1857","55-59","f","$50,000 to $59,999"
"4293","ind4862","1976","55-59","f","$60,000 to $74,999"
"4294","ind4863","2039","55-59","f",NA
"4295","ind4864","1730","55-59","f","$45,000 to $49,999"
"4296","ind4865","1972","55-59","f","$60,000 to $74,999"
"4297","ind4866","1384","55-59","f","$25,000 to $29,999"
"4298","ind4867","2075","55-59","f",NA
"4299","ind4868","1726","55-59","f","$45,000 to $49,999"
"4300","ind4869","2030","55-59","f","$10,000 to $14,999"
"4301","ind487",NA,"55-59","f",NA
"4302","ind4870","1511","55-59","f","$30,000 to $34,999"
"4303","ind4871","492","55-59","f","$150,000 to $199,999"
"4304","ind4872","319","55-59","f","$100,000 to $124,999"
"4305","ind4873","1646","55-59","f","$40,000 to $44,999"
"4306","ind4874","1660","55-59","f","$40,000 to $44,999"
"4307","ind4875","1791","55-59","f","$50,000 to $59,999"
"4308","ind4876","1398","55-59","f","$25,000 to $29,999"
"4309","ind4877","2030","55-59","f","$10,000 to $14,999"
"4310","ind4878","1923","55-59","f","$60,000 to $74,999"
"4311","ind4879","1591","55-59","f","$35,000 to $39,999"
"4312","ind488",NA,"55-59","f",NA
"4313","ind4880","2030","55-59","f","$10,000 to $14,999"
"4314","ind4881","321","55-59","f","$100,000 to $124,999"
"4315","ind4882","2034","55-59","f",NA
"4316","ind4883","1799","55-59","f","$50,000 to $59,999"
"4317","ind4884","1641","55-59","f","$40,000 to $44,999"
"4318","ind4885","1283","55-59","f","$10,000 to $14,999"
"4319","ind4886","1394","55-59","f","$25,000 to $29,999"
"4320","ind4887","1130","55-59","f","Less than $10,000"
"4321","ind4888","1100","55-59","f","Less than $10,000"
"4322","ind4889","1538","55-59","f","$30,000 to $34,999"
"4323","ind489","1858","55-59","f","$50,000 to $59,999"
"4324","ind4890","1884","55-59","f","$60,000 to $74,999"
"4325","ind4891","1440","55-59","f","$25,000 to $29,999"
"4326","ind4892","1838","55-59","f","$50,000 to $59,999"
"4327","ind4893","483","55-59","f","$150,000 to $199,999"
"4328","ind4894","1325","55-59","f","$10,000 to $14,999"
"4329","ind4895","1529","55-59","f","$30,000 to $34,999"
"4330","ind4896","1370","55-59","f","$25,000 to $29,999"
"4331","ind4897","2030","55-59","f","$10,000 to $14,999"
"4332","ind4898","1664","55-59","f","$40,000 to $44,999"
"4333","ind4899","2008","55-59","f","$75,000 to $99,999"
"4334","ind49","2039","55-59","f",NA
"4335","ind490","2042","55-59","f",NA
"4336","ind4900","1431","55-59","f","$25,000 to $29,999"
"4337","ind4901","364","55-59","f","$100,000 to $124,999"
"4338","ind4902","420","55-59","f","$100,000 to $124,999"
"4339","ind4903","1859","55-59","f","$50,000 to $59,999"
"4340","ind4904","1595","55-59","f","$35,000 to $39,999"
"4341","ind4905","1737","55-59","f","$45,000 to $49,999"
"4342","ind4906","2098","55-59","f",NA
"4343","ind4907","475","55-59","f","$150,000 to $199,999"
"4344","ind4908","375","55-59","f","$100,000 to $124,999"
"4345","ind4909","1416","55-59","f","$25,000 to $29,999"
"4346","ind491","1099","55-59","f","Less than $10,000"
"4347","ind4910","386","55-59","f","$100,000 to $124,999"
"4348","ind4911","1757","55-59","f","$50,000 to $59,999"
"4349","ind4912","1804","55-59","f","$50,000 to $59,999"
"4350","ind4913","469","55-59","f","$150,000 to $199,999"
"4351","ind4914",NA,"55-59","f",NA
"4352","ind4915","1324","55-59","f","$10,000 to $14,999"
"4353","ind4916","1600","55-59","f","$35,000 to $39,999"
"4354","ind4917","2016","55-59","f","$100,000 to $124,999"
"4355","ind4918","1427","55-59","f","$25,000 to $29,999"
"4356","ind4919","1995","55-59","f","$75,000 to $99,999"
"4357","ind492","1300","55-59","f","$10,000 to $14,999"
"4358","ind4920","409","55-59","f","$100,000 to $124,999"
"4359","ind4921","1209","55-59","f","Less than $10,000"
"4360","ind4922","1744","55-59","f","$45,000 to $49,999"
"4361","ind4923","1269","55-59","f","$10,000 to $14,999"
"4362","ind4924","2052","55-59","f",NA
"4363","ind4925","365","55-59","f","$100,000 to $124,999"
"4364","ind4926","1373","55-59","f","$25,000 to $29,999"
"4365","ind4927","1702","55-59","f","$45,000 to $49,999"
"4366","ind4928","2026","55-59","f","$100,000 to $124,999"
"4367","ind4929",NA,"55-59","f",NA
"4368","ind493","1319","55-59","f","$10,000 to $14,999"
"4369","ind4930","1545","55-59","f","$30,000 to $34,999"
"4370","ind4931","1203","55-59","f","Less than $10,000"
"4371","ind4932",NA,"55-59","f",NA
"4372","ind4933","1844","55-59","f","$50,000 to $59,999"
"4373","ind4934","1913","55-59","f","$60,000 to $74,999"
"4374","ind4935","442","55-59","f","$125,000 to $149,999"
"4375","ind4936","1900","55-59","f","$60,000 to $74,999"
"4376","ind4937","1655","55-59","f","$40,000 to $44,999"
"4377","ind4938","1567","55-59","f","$35,000 to $39,999"
"4378","ind4939","1997","55-59","f","$75,000 to $99,999"
"4379","ind494","338","55-59","f","$100,000 to $124,999"
"4380","ind4940","1840","55-59","f","$50,000 to $59,999"
"4381","ind4941","1485","55-59","f","$30,000 to $34,999"
"4382","ind4942","323","55-59","f","$100,000 to $124,999"
"4383","ind4943","1270","55-59","f","$10,000 to $14,999"
"4384","ind4944","2000","55-59","f","$75,000 to $99,999"
"4385","ind4945","1594","55-59","f","$35,000 to $39,999"
"4386","ind4946","343","55-59","f","$100,000 to $124,999"
"4387","ind4947","1507","55-59","f","$30,000 to $34,999"
"4388","ind4948","1122","55-59","f","Less than $10,000"
"4389","ind4949","433","55-59","f","$125,000 to $149,999"
"4390","ind495",NA,"55-59","f",NA
"4391","ind4950","1332","55-59","f","$10,000 to $14,999"
"4392","ind4951","1422","55-59","f","$25,000 to $29,999"
"4393","ind4952","359","55-59","f","$100,000 to $124,999"
"4394","ind4953",NA,"55-59","f",NA
"4395","ind4954","2012","55-59","f","$75,000 to $99,999"
"4396","ind4955","440","55-59","f","$125,000 to $149,999"
"4397","ind4956","1531","55-59","f","$30,000 to $34,999"
"4398","ind4957","1084","55-59","f","Less than $10,000"
"4399","ind4958","1320","55-59","f","$10,000 to $14,999"
"4400","ind4959","1260","55-59","f","$10,000 to $14,999"
"4401","ind496","1932","55-59","f","$60,000 to $74,999"
"4402","ind4960","1220","55-59","f","Less than $10,000"
"4403","ind4961","1408","55-59","f","$25,000 to $29,999"
"4404","ind4962","1267","55-59","f","$10,000 to $14,999"
"4405","ind4963","1965","55-59","f","$60,000 to $74,999"
"4406","ind4964","1986","55-59","f","$75,000 to $99,999"
"4407","ind4965","356","55-59","f","$100,000 to $124,999"
"4408","ind4966","487","55-59","f","$150,000 to $199,999"
"4409","ind4967","1971","55-59","f","$60,000 to $74,999"
"4410","ind4968","1671","55-59","f","$40,000 to $44,999"
"4411","ind4969","367","55-59","f","$100,000 to $124,999"
"4412","ind497","1187","55-59","f","Less than $10,000"
"4413","ind4970","1635","55-59","f","$35,000 to $39,999"
"4414","ind4971","410","55-59","f","$100,000 to $124,999"
"4415","ind4972","1905","55-59","f","$60,000 to $74,999"
"4416","ind4973","1880","55-59","f","$60,000 to $74,999"
"4417","ind4974","2030","55-59","f","$10,000 to $14,999"
"4418","ind4975","449","55-59","f","$150,000 to $199,999"
"4419","ind4976","324","55-59","f","$100,000 to $124,999"
"4420","ind4977","347","55-59","f","$100,000 to $124,999"
"4421","ind4978",NA,"55-59","f",NA
"4422","ind4979","446","55-59","f","$125,000 to $149,999"
"4423","ind498","1585","55-59","f","$35,000 to $39,999"
"4424","ind4980","1748","55-59","f","$50,000 to $59,999"
"4425","ind4981","1367","55-59","f","$25,000 to $29,999"
"4426","ind4982","1334","55-59","f","$10,000 to $14,999"
"4427","ind4983","2103","55-59","f",NA
"4428","ind4984","1290","55-59","f","$10,000 to $14,999"
"4429","ind4985","429","55-59","f","$125,000 to $149,999"
"4430","ind4986","2078","55-59","f",NA
"4431","ind4987","1343","55-59","f","$10,000 to $14,999"
"4432","ind4988","437","55-59","f","$125,000 to $149,999"
"4433","ind4989","2065","55-59","f",NA
"4434","ind499","432","55-59","f","$125,000 to $149,999"
"4435","ind4990","2064","55-59","f",NA
"4436","ind4991","1181","55-59","f","Less than $10,000"
"4437","ind4992","411","55-59","f","$100,000 to $124,999"
"4438","ind4993","317","55-59","f","$100,000 to $124,999"
"4439","ind4994","387","55-59","f","$100,000 to $124,999"
"4440","ind4995","1379","55-59","f","$25,000 to $29,999"
"4441","ind4996","1127","55-59","f","Less than $10,000"
"4442","ind4997","372","55-59","f","$100,000 to $124,999"
"4443","ind4998","2082","55-59","f",NA
"4444","ind4999","1226","55-59","f","$10,000 to $14,999"
"4445","ind5","1178","55-59","f","Less than $10,000"
"4446","ind50","330","55-59","f","$100,000 to $124,999"
"4447","ind500","1879","55-59","f","$60,000 to $74,999"
"4448","ind5000","2055","55-59","f",NA
"4449","ind5001","1479","55-59","f","$30,000 to $34,999"
"4450","ind5002","1173","55-59","f","Less than $10,000"
"4451","ind5003",NA,"55-59","f",NA
"4452","ind5004","1210","55-59","f","Less than $10,000"
"4453","ind5005","1297","55-59","f","$10,000 to $14,999"
"4454","ind5006","1472","55-59","f","$30,000 to $34,999"
"4455","ind5007","1259","55-59","f","$10,000 to $14,999"
"4456","ind5008",NA,"55-59","f",NA
"4457","ind5009",NA,"55-59","f",NA
"4458","ind501","1933","55-59","f","$60,000 to $74,999"
"4459","ind5010","1931","55-59","f","$60,000 to $74,999"
"4460","ind5011","1520","55-59","f","$30,000 to $34,999"
"4461","ind5012","1205","55-59","f","Less than $10,000"
"4462","ind5013","2102","55-59","f",NA
"4463","ind5014","1717","55-59","f","$45,000 to $49,999"
"4464","ind5015","1753","55-59","f","$50,000 to $59,999"
"4465","ind5016",NA,"55-59","f",NA
"4466","ind5017","1264","55-59","f","$10,000 to $14,999"
"4467","ind5018","393","55-59","f","$100,000 to $124,999"
"4468","ind5019","467","55-59","f","$150,000 to $199,999"
"4469","ind502","1500","55-59","f","$30,000 to $34,999"
"4470","ind5020","1716","55-59","f","$45,000 to $49,999"
"4471","ind5021","486","55-59","f","$150,000 to $199,999"
"4472","ind5022","1586","55-59","f","$35,000 to $39,999"
"4473","ind5023","316","55-59","f","$100,000 to $124,999"
"4474","ind5024","452","55-59","f","$150,000 to $199,999"
"4475","ind5025","2001","55-59","f","$75,000 to $99,999"
"4476","ind5026","1204","55-59","f","Less than $10,000"
"4477","ind5027","1852","55-59","f","$50,000 to $59,999"
"4478","ind5028","1377","55-59","f","$25,000 to $29,999"
"4479","ind5029","1219","55-59","f","Less than $10,000"
"4480","ind503","2030","55-59","f","$10,000 to $14,999"
"4481","ind5030","1775","55-59","f","$50,000 to $59,999"
"4482","ind5031","1916","55-59","f","$60,000 to $74,999"
"4483","ind5032","456","55-59","f","$150,000 to $199,999"
"4484","ind5033","1436","55-59","f","$25,000 to $29,999"
"4485","ind5034","1430","55-59","f","$25,000 to $29,999"
"4486","ind5035","1225","55-59","f","Less than $10,000"
"4487","ind5036","1471","55-59","f","$30,000 to $34,999"
"4488","ind5037","1428","55-59","f","$25,000 to $29,999"
"4489","ind5038","1866","55-59","f","$60,000 to $74,999"
"4490","ind5039","2030","55-59","f","$10,000 to $14,999"
"4491","ind504","2084","55-59","f",NA
"4492","ind5040","2066","55-59","f",NA
"4493","ind5041","373","55-59","f","$100,000 to $124,999"
"4494","ind5042","1420","55-59","f","$25,000 to $29,999"
"4495","ind5043","1950","55-59","f","$60,000 to $74,999"
"4496","ind5044","2077","55-59","f",NA
"4497","ind5045","1682","55-59","f","$40,000 to $44,999"
"4498","ind5046","2030","55-59","f","$10,000 to $14,999"
"4499","ind5047","2057","55-59","f",NA
"4500","ind5048","1304","55-59","f","$10,000 to $14,999"
"4501","ind5049",NA,"55-59","f",NA
"4502","ind505","1882","55-59","f","$60,000 to $74,999"
"4503","ind5050","2056","55-59","f",NA
"4504","ind5051","479","55-59","f","$150,000 to $199,999"
"4505","ind5052","1447","55-59","f","$25,000 to $29,999"
"4506","ind5053","1625","55-59","f","$35,000 to $39,999"
"4507","ind5054",NA,"55-59","f",NA
"4508","ind5055","447","55-59","f","$125,000 to $149,999"
"4509","ind5056","2041","55-59","f",NA
"4510","ind5057","2014","55-59","f","$75,000 to $99,999"
"4511","ind5058","1727","55-59","f","$45,000 to $49,999"
"4512","ind5059","1674","55-59","f","$40,000 to $44,999"
"4513","ind506","380","55-59","f","$100,000 to $124,999"
"4514","ind5060","1697","55-59","f","$45,000 to $49,999"
"4515","ind5061","1616","55-59","f","$35,000 to $39,999"
"4516","ind5062","1133","55-59","f","Less than $10,000"
"4517","ind5063","412","55-59","f","$100,000 to $124,999"
"4518","ind5064","1968","55-59","f","$60,000 to $74,999"
"4519","ind5065","2090","60-61","f",NA
"4520","ind5066","1500","60-61","f","$30,000 to $34,999"
