"","Ind","age","sex","house","income"
"3697","ind4539","75-79","m","2142","$75,000 to $99,999"
"3698","ind4324","70-74","m","2143","$75,000 to $99,999"
"3699","ind4404","70-74","m","2144","$75,000 to $99,999"
"3700","ind4687","80-84","m","2145","$75,000 to $99,999"
"3701","ind4431","70-74","m","2146","$75,000 to $99,999"
"3702","ind450","75-79","m","2147","$75,000 to $99,999"
"3703","ind4572","75-79","m","2148","$75,000 to $99,999"
"3704","ind4704","80-84","m","2149","$75,000 to $99,999"
"3705","ind4424","70-74","m","2150","$75,000 to $99,999"
"3706","ind422","67-69","m","2151","$75,000 to $99,999"
"3707","ind4705","80-84","m","2152","$75,000 to $99,999"
"3708","ind4635","75-79","m","2153","$75,000 to $99,999"
"3709","ind4042","65-66","m","2154","$75,000 to $99,999"
"3710","ind4228","67-69","m","2155","$75,000 to $99,999"
"3711","ind421","67-69","m","2156","$75,000 to $99,999"
"3712","ind3960","65-66","m","2157","$75,000 to $99,999"
"3713","ind4070","65-66","m","2158","$75,000 to $99,999"
"3714","ind474","85-NA","m","2159","$75,000 to $99,999"
"3715","ind3970","65-66","m","2160","$75,000 to $99,999"
"3716","ind415","67-69","m","2161","$75,000 to $99,999"
"3717","ind478","85-NA","m","2162","$75,000 to $99,999"
"3718","ind4162","67-69","m","2163","$75,000 to $99,999"
"3719","ind4040","65-66","m","2164","$75,000 to $99,999"
"3720","ind4139","67-69","m","2165","$75,000 to $99,999"
"3721","ind4030","65-66","m","2166","$75,000 to $99,999"
"3722","ind4007","65-66","m","2167","$75,000 to $99,999"
"3723","ind4172","67-69","m","2168","$75,000 to $99,999"
"3724","ind4721","80-84","m","2169","$75,000 to $99,999"
"3725","ind4232","67-69","m","2170","$75,000 to $99,999"
"3726","ind4617","75-79","m","2171","$75,000 to $99,999"
"3727","ind4495","75-79","m","2172","$75,000 to $99,999"
"3728","ind4002","65-66","m","2173","$100,000 to $124,999"
"3729","ind4619","75-79","m","2174","$100,000 to $124,999"
"3730","ind4417","70-74","m","2175","$100,000 to $124,999"
"3731","ind4315","70-74","m","2176","$100,000 to $124,999"
"3732","ind4637","75-79","m","2177","$100,000 to $124,999"
"3733","ind408","67-69","m","2178","$100,000 to $124,999"
"3734","ind4502","75-79","m","2179","$100,000 to $124,999"
"3735","ind4583","75-79","m","2180","$100,000 to $124,999"
"3736","ind4562","75-79","m","2181","$100,000 to $124,999"
"3737","ind4116","67-69","m","2182","$100,000 to $124,999"
"3738","ind4251","67-69","m","2183","$100,000 to $124,999"
"3739","ind4092","67-69","m","2184","$100,000 to $124,999"
"3740","ind4184","67-69","m","2185","$100,000 to $124,999"
"3741","ind466","80-84","m","2186","$100,000 to $124,999"
"3742","ind411","67-69","m","2187","$100,000 to $124,999"
"3743","ind4391","70-74","m","2188","$100,000 to $124,999"
"3744","ind4115","67-69","m","2189","$100,000 to $124,999"
"3745","ind4114","67-69","m","2190","$100,000 to $124,999"
"3746","ind4532","75-79","m","2191","$100,000 to $124,999"
"3747","ind4455","70-74","m","2192","$100,000 to $124,999"
"3748","ind4288","70-74","m","2193","$100,000 to $124,999"
"3749","ind4698","80-84","m","2194","$100,000 to $124,999"
"3750","ind4260","67-69","m","2195","$100,000 to $124,999"
"3751","ind4607","75-79","m","2196","$100,000 to $124,999"
"3752","ind4432","70-74","m","2197","$100,000 to $124,999"
"3753","ind4110","67-69","m","2198","$100,000 to $124,999"
"3754","ind4445","70-74","m","2199","$100,000 to $124,999"
"3755","ind4161","67-69","m","2200","$100,000 to $124,999"
"3756","ind4330","70-74","m","2201","$100,000 to $124,999"
"3757","ind4723","80-84","m","2202","$100,000 to $124,999"
"3758","ind4036","65-66","m","2203","$100,000 to $124,999"
"3759","ind4286","70-74","m","2204","$100,000 to $124,999"
"3760","ind4746","85-NA","m","2205","$100,000 to $124,999"
"3761","ind4144","67-69","m","2206","$100,000 to $124,999"
"3762","ind4175","67-69","m","2207","$100,000 to $124,999"
"3763","ind4628","75-79","m","2208","$100,000 to $124,999"
"3764","ind4464","70-74","m","2209","$100,000 to $124,999"
"3765","ind4313","70-74","m","2210","$100,000 to $124,999"
"3766","ind41","67-69","m","2211","$100,000 to $124,999"
"3767","ind4514","75-79","m","2212","$100,000 to $124,999"
"3768","ind4621","75-79","m","2213","$100,000 to $124,999"
"3769","ind4652","80-84","m","2214","$100,000 to $124,999"
"3770","ind4126","67-69","m","2215","$100,000 to $124,999"
"3771","ind4427","70-74","m","2216","$100,000 to $124,999"
"3772","ind4015","65-66","m","2217","$100,000 to $124,999"
"3773","ind4584","75-79","m","2218","$100,000 to $124,999"
"3774","ind4499","75-79","m","2219","$100,000 to $124,999"
"3775","ind4226","67-69","m","2220","$100,000 to $124,999"
"3776","ind473","85-NA","m","2221","$100,000 to $124,999"
"3777","ind4063","65-66","m","2222","$100,000 to $124,999"
"3778","ind4551","75-79","m","2223","$100,000 to $124,999"
"3779","ind4681","80-84","m","2224","$100,000 to $124,999"
"3780","ind4081","67-69","m","2225","$100,000 to $124,999"
"3781","ind4511","75-79","m","2226","$100,000 to $124,999"
"3782","ind4309","70-74","m","2227","$100,000 to $124,999"
"3783","ind4132","67-69","m","3516","$100,000 to $124,999"
"3784","ind4679","80-84","m","3519","$100,000 to $124,999"
"3785","ind4214","67-69","m","3527","$100,000 to $124,999"
"3786","ind4459","70-74","m","3534","$100,000 to $124,999"
"3787","ind418","67-69","m","3535","$100,000 to $124,999"
"3788","ind4336","70-74","m","3537","$100,000 to $124,999"
"3789","ind4347","70-74","m","3546","$100,000 to $124,999"
"3790","ind444","70-74","m","3555","$100,000 to $124,999"
"3791","ind4470","70-74","m","3556","$100,000 to $124,999"
"3792","ind4101","67-69","m","3562","$100,000 to $124,999"
"3793","ind4174","67-69","m","3563","$100,000 to $124,999"
"3794","ind9517","75-79","f","3565","$100,000 to $124,999"
"3795","ind4026","65-66","m","3575","$100,000 to $124,999"
"3796","ind4725","80-84","m","3577","$100,000 to $124,999"
"3797","ind4097","67-69","m","3579","$100,000 to $124,999"
"3798","ind8884","65-66","f","3591","$100,000 to $124,999"
"3799","ind4270","67-69","m","3598","$100,000 to $124,999"
"3800","ind3940","65-66","m","4624","$100,000 to $124,999"
"3801","ind4684","80-84","m","539","$100,000 to $124,999"
"3802","ind434","70-74","m","540","$100,000 to $124,999"
"3803","ind4435","70-74","m","541","$100,000 to $124,999"
"3804","ind4456","70-74","m","542","$100,000 to $124,999"
"3805","ind4591","75-79","m","543","$100,000 to $124,999"
"3806","ind4322","70-74","m","544","$100,000 to $124,999"
"3807","ind4052","65-66","m","545","$100,000 to $124,999"
"3808","ind4769","85-NA","m","546","$100,000 to $124,999"
"3809","ind4227","67-69","m","547","$100,000 to $124,999"
"3810","ind4709","80-84","m","548","$100,000 to $124,999"
"3811","ind4565","75-79","m","549","$100,000 to $124,999"
"3812","ind4113","67-69","m","550","$100,000 to $124,999"
"3813","ind4405","70-74","m","551","$100,000 to $124,999"
"3814","ind4697","80-84","m","552","$100,000 to $124,999"
"3815","ind438","70-74","m","553","$100,000 to $124,999"
"3816","ind4267","67-69","m","554","$100,000 to $124,999"
"3817","ind3957","65-66","m","555","$100,000 to $124,999"
"3818","ind4556","75-79","m","556","$100,000 to $124,999"
"3819","ind4197","67-69","m","557","$100,000 to $124,999"
"3820","ind4651","80-84","m","558","$100,000 to $124,999"
"3821","ind4140","67-69","m","559","$100,000 to $124,999"
"3822","ind4457","70-74","m","560","$100,000 to $124,999"
"3823","ind458","75-79","m","561","$100,000 to $124,999"
"3824","ind4380","70-74","m","562","$100,000 to $124,999"
"3825","ind4118","67-69","m","563","$100,000 to $124,999"
"3826","ind4406","70-74","m","564","$100,000 to $124,999"
"3827","ind4666","80-84","m","565","$100,000 to $124,999"
"3828","ind4630","75-79","m","566","$100,000 to $124,999"
"3829","ind4604","75-79","m","567","$100,000 to $124,999"
"3830","ind4438","70-74","m","568","$100,000 to $124,999"
"3831","ind4548","75-79","m","569","$100,000 to $124,999"
"3832","ind4648","75-79","m","570","$100,000 to $124,999"
"3833","ind4642","75-79","m","571","$100,000 to $124,999"
"3834","ind4320","70-74","m","572","$100,000 to $124,999"
"3835","ind4305","70-74","m","573","$100,000 to $124,999"
"3836","ind4402","70-74","m","574","$100,000 to $124,999"
"3837","ind4525","75-79","m","575","$100,000 to $124,999"
"3838","ind4644","75-79","m","576","$100,000 to $124,999"
"3839","ind4155","67-69","m","577","$100,000 to $124,999"
"3840","ind3956","65-66","m","578","$100,000 to $124,999"
"3841","ind4301","70-74","m","579","$100,000 to $124,999"
"3842","ind3947","65-66","m","580","$100,000 to $124,999"
"3843","ind3959","65-66","m","581","$100,000 to $124,999"
"3844","ind4234","67-69","m","582","$100,000 to $124,999"
"3845","ind4708","80-84","m","583","$100,000 to $124,999"
"3846","ind4550","75-79","m","584","$100,000 to $124,999"
"3847","ind4152","67-69","m","585","$100,000 to $124,999"
"3848","ind441","70-74","m","586","$100,000 to $124,999"
"3849","ind4327","70-74","m","587","$100,000 to $124,999"
"3850","ind4702","80-84","m","588","$100,000 to $124,999"
"3851","ind4394","70-74","m","589","$100,000 to $124,999"
"3852","ind4547","75-79","m","590","$100,000 to $124,999"
"3853","ind4564","75-79","m","591","$100,000 to $124,999"
"3854","ind4290","70-74","m","592","$100,000 to $124,999"
"3855","ind3966","65-66","m","593","$100,000 to $124,999"
"3856","ind4100","67-69","m","594","$100,000 to $124,999"
"3857","ind4762","85-NA","m","595","$100,000 to $124,999"
"3858","ind4711","80-84","m","596","$125,000 to $149,999"
"3859","ind3975","65-66","m","597","$125,000 to $149,999"
"3860","ind4606","75-79","m","598","$125,000 to $149,999"
"3861","ind471","80-84","m","599","$125,000 to $149,999"
"3862","ind4389","70-74","m","600","$125,000 to $149,999"
"3863","ind4299","70-74","m","601","$125,000 to $149,999"
"3864","ind3936","65-66","m","602","$125,000 to $149,999"
"3865","ind4590","75-79","m","603","$125,000 to $149,999"
"3866","ind395","65-66","m","604","$125,000 to $149,999"
"3867","ind4510","75-79","m","605","$125,000 to $149,999"
"3868","ind4131","67-69","m","606","$125,000 to $149,999"
"3869","ind4367","70-74","m","607","$125,000 to $149,999"
"3870","ind4577","75-79","m","608","$125,000 to $149,999"
"3871","ind4191","67-69","m","609","$125,000 to $149,999"
"3872","ind4597","75-79","m","610","$125,000 to $149,999"
"3873","ind4204","67-69","m","611","$125,000 to $149,999"
"3874","ind4589","75-79","m","612","$125,000 to $149,999"
"3875","ind465","80-84","m","613","$125,000 to $149,999"
"3876","ind4500","75-79","m","614","$125,000 to $149,999"
"3877","ind4183","67-69","m","615","$125,000 to $149,999"
"3878","ind4178","67-69","m","616","$125,000 to $149,999"
"3879","ind3985","65-66","m","617","$125,000 to $149,999"
"3880","ind4240","67-69","m","618","$125,000 to $149,999"
"3881","ind4670","80-84","m","619","$125,000 to $149,999"
"3882","ind4148","67-69","m","620","$125,000 to $149,999"
"3883","ind4594","75-79","m","621","$125,000 to $149,999"
"3884","ind3997","65-66","m","622","$125,000 to $149,999"
"3885","ind4767","85-NA","m","623","$125,000 to $149,999"
"3886","ind4079","67-69","m","624","$125,000 to $149,999"
"3887","ind46","75-79","m","625","$125,000 to $149,999"
"3888","ind4472","70-74","m","626","$150,000 to $199,999"
"3889","ind4765","85-NA","m","627","$150,000 to $199,999"
"3890","ind4369","70-74","m","628","$150,000 to $199,999"
"3891","ind4050","65-66","m","629","$150,000 to $199,999"
"3892","ind4420","70-74","m","630","$150,000 to $199,999"
"3893","ind4403","70-74","m","631","$150,000 to $199,999"
"3894","ind4123","67-69","m","632","$150,000 to $199,999"
"3895","ind4649","80-84","m","633","$150,000 to $199,999"
"3896","ind4646","75-79","m","634","$150,000 to $199,999"
"3897","ind4277","70-74","m","635","$150,000 to $199,999"
"3898","ind4377","70-74","m","636","$150,000 to $199,999"
"3899","ind4727","80-84","m","637","$150,000 to $199,999"
"3900","ind4611","75-79","m","638","$150,000 to $199,999"
"3901","ind4690","80-84","m","639","$150,000 to $199,999"
"3902","ind4094","67-69","m","640","$150,000 to $199,999"
"3903","ind4744","85-NA","m","641","$150,000 to $199,999"
"3904","ind4609","75-79","m","642","$150,000 to $199,999"
"3905","ind4262","67-69","m","643","$150,000 to $199,999"
"3906","ind4316","70-74","m","644","$150,000 to $199,999"
"3907","ind4396","70-74","m","645","$150,000 to $199,999"
"3908","ind4540","75-79","m","646","$150,000 to $199,999"
"3909","ind396","65-66","m","647","$150,000 to $199,999"
"3910","ind4447","70-74","m","648","$150,000 to $199,999"
"3911","ind4448","70-74","m","649","$150,000 to $199,999"
"3912","ind4185","67-69","m","650","$150,000 to $199,999"
"3913","ind420","67-69","m","651","$150,000 to $199,999"
"3914","ind4282","70-74","m","652","$150,000 to $199,999"
"3915","ind4345","70-74","m","653","$150,000 to $199,999"
"3916","ind4220","67-69","m","654","$150,000 to $199,999"
"3917","ind4023","65-66","m","655","$150,000 to $199,999"
"3918","ind448","70-74","m","656","$150,000 to $199,999"
"3919","ind4136","67-69","m","657","$150,000 to $199,999"
"3920","ind4024","65-66","m","658","$150,000 to $199,999"
"3921","ind4073","67-69","m","659","$150,000 to $199,999"
"3922","ind4416","70-74","m","660","$150,000 to $199,999"
"3923","ind446","70-74","m","661","$150,000 to $199,999"
"3924","ind4349","70-74","m","662","$150,000 to $199,999"
"3925","ind8814","65-66","f","1241","$15,000 to $19,999"
"3926","ind9389","70-74","f","1242","$15,000 to $19,999"
"3927","ind9705","80-84","f","1243","$15,000 to $19,999"
"3928","ind9228","70-74","f","1244","$15,000 to $19,999"
"3929","ind9486","75-79","f","1245","$15,000 to $19,999"
"3930","ind9546","75-79","f","1246","$15,000 to $19,999"
"3931","ind8947","65-66","f","1247","$15,000 to $19,999"
"3932","ind9983","85-NA","f","1248","$15,000 to $19,999"
"3933","ind9013","67-69","f","1249","$15,000 to $19,999"
"3934","ind9881","85-NA","f","1250","$15,000 to $19,999"
"3935","ind8904","65-66","f","1251","$15,000 to $19,999"
"3936","ind9677","80-84","f","1252","$15,000 to $19,999"
"3937","ind9879","85-NA","f","1253","$15,000 to $19,999"
"3938","ind964","80-84","f","1254","$15,000 to $19,999"
"3939","ind9198","70-74","f","1255","$15,000 to $19,999"
"3940","ind9858","85-NA","f","1256","$15,000 to $19,999"
"3941","ind9171","70-74","f","1257","$15,000 to $19,999"
"3942","ind9004","67-69","f","1258","$15,000 to $19,999"
"3943","ind8982","65-66","f","1259","$15,000 to $19,999"
"3944","ind953","75-79","f","1260","$15,000 to $19,999"
"3945","ind9371","70-74","f","1261","$15,000 to $19,999"
"3946","ind9771","80-84","f","1262","$15,000 to $19,999"
"3947","ind9382","70-74","f","1263","$15,000 to $19,999"
"3948","ind9504","75-79","f","1264","$15,000 to $19,999"
"3949","ind971","80-84","f","1265","$15,000 to $19,999"
"3950","ind930","70-74","f","1266","$15,000 to $19,999"
"3951","ind9941","85-NA","f","1267","$15,000 to $19,999"
"3952","ind900","67-69","f","1268","$15,000 to $19,999"
"3953","ind8856","65-66","f","1269","$15,000 to $19,999"
"3954","ind9621","80-84","f","1270","$15,000 to $19,999"
"3955","ind890","65-66","f","1271","$15,000 to $19,999"
"3956","ind8969","65-66","f","1272","$15,000 to $19,999"
"3957","ind9645","80-84","f","1273","$15,000 to $19,999"
"3958","ind9724","80-84","f","1274","$15,000 to $19,999"
"3959","ind9626","80-84","f","1275","$15,000 to $19,999"
"3960","ind9690","80-84","f","1276","$15,000 to $19,999"
"3961","ind8990","67-69","f","1277","$15,000 to $19,999"
"3962","ind9548","75-79","f","1278","$15,000 to $19,999"
"3963","ind9636","80-84","f","1279","$15,000 to $19,999"
"3964","ind9209","70-74","f","1280","$15,000 to $19,999"
"3965","ind9275","70-74","f","1281","$15,000 to $19,999"
"3966","ind9968","85-NA","f","1282","$15,000 to $19,999"
"3967","ind913","67-69","f","1283","$15,000 to $19,999"
"3968","ind936","70-74","f","1284","$15,000 to $19,999"
"3969","ind8851","65-66","f","1285","$15,000 to $19,999"
"3970","ind8838","65-66","f","1286","$15,000 to $19,999"
"3971","ind954","75-79","f","1287","$15,000 to $19,999"
"3972","ind9692","80-84","f","1288","$15,000 to $19,999"
"3973","ind9175","70-74","f","1289","$15,000 to $19,999"
"3974","ind883","65-66","f","1290","$15,000 to $19,999"
"3975","ind919","70-74","f","1291","$15,000 to $19,999"
"3976","ind9900","85-NA","f","1292","$15,000 to $19,999"
"3977","ind9315","70-74","f","1293","$15,000 to $19,999"
"3978","ind9592","75-79","f","1294","$15,000 to $19,999"
"3979","ind9898","85-NA","f","1295","$15,000 to $19,999"
"3980","ind9316","70-74","f","1296","$15,000 to $19,999"
"3981","ind9172","70-74","f","1297","$15,000 to $19,999"
"3982","ind8853","65-66","f","1298","$15,000 to $19,999"
"3983","ind9346","70-74","f","1299","$15,000 to $19,999"
"3984","ind8846","65-66","f","1300","$15,000 to $19,999"
"3985","ind9362","70-74","f","1301","$15,000 to $19,999"
"3986","ind9381","70-74","f","1302","$15,000 to $19,999"
"3987","ind994","85-NA","f","1303","$15,000 to $19,999"
"3988","ind8936","65-66","f","1304","$15,000 to $19,999"
"3989","ind9248","70-74","f","1305","$15,000 to $19,999"
"3990","ind9816","85-NA","f","1306","$15,000 to $19,999"
"3991","ind9435","70-74","f","1307","$15,000 to $19,999"
"3992","ind9335","70-74","f","1308","$15,000 to $19,999"
"3993","ind9110","67-69","f","1309","$15,000 to $19,999"
"3994","ind9713","80-84","f","1310","$15,000 to $19,999"
"3995","ind9194","70-74","f","1311","$15,000 to $19,999"
"3996","ind9777","80-84","f","1312","$15,000 to $19,999"
"3997","ind9340","70-74","f","1313","$15,000 to $19,999"
"3998","ind9699","80-84","f","1314","$15,000 to $19,999"
"3999","ind9466","75-79","f","1315","$15,000 to $19,999"
"4000","ind9927","85-NA","f","1316","$15,000 to $19,999"
"4001","ind9433","70-74","f","1317","$15,000 to $19,999"
"4002","ind9015","67-69","f","1318","$15,000 to $19,999"
"4003","ind9218","70-74","f","1319","$15,000 to $19,999"
"4004","ind8930","65-66","f","1320","$15,000 to $19,999"
"4005","ind9350","70-74","f","1321","$15,000 to $19,999"
"4006","ind9640","80-84","f","1322","$15,000 to $19,999"
"4007","ind9882","85-NA","f","1323","$15,000 to $19,999"
"4008","ind915","67-69","f","1324","$15,000 to $19,999"
"4009","ind9487","75-79","f","1325","$15,000 to $19,999"
"4010","ind9151","67-69","f","1326","$15,000 to $19,999"
"4011","ind9333","70-74","f","1327","$15,000 to $19,999"
"4012","ind8885","65-66","f","1328","$15,000 to $19,999"
"4013","ind984","85-NA","f","1329","$15,000 to $19,999"
"4014","ind8948","65-66","f","1330","$15,000 to $19,999"
"4015","ind9393","70-74","f","1331","$15,000 to $19,999"
"4016","ind959","75-79","f","1332","$15,000 to $19,999"
"4017","ind9045","67-69","f","1333","$15,000 to $19,999"
"4018","ind9836","85-NA","f","1334","$15,000 to $19,999"
"4019","ind8864","65-66","f","1335","$15,000 to $19,999"
"4020","ind8822","65-66","f","1336","$15,000 to $19,999"
"4021","ind9375","70-74","f","1337","$15,000 to $19,999"
"4022","ind9173","70-74","f","1338","$15,000 to $19,999"
"4023","ind9336","70-74","f","1339","$15,000 to $19,999"
"4024","ind9418","70-74","f","1340","$15,000 to $19,999"
"4025","ind9039","67-69","f","1341","$15,000 to $19,999"
"4026","ind963","80-84","f","1342","$15,000 to $19,999"
"4027","ind8913","65-66","f","1343","$15,000 to $19,999"
"4028","ind8899","65-66","f","1344","$15,000 to $19,999"
"4029","ind931","70-74","f","1345","$15,000 to $19,999"
"4030","ind9682","80-84","f","1346","$15,000 to $19,999"
"4031","ind8897","65-66","f","1347","$15,000 to $19,999"
"4032","ind8951","65-66","f","1348","$15,000 to $19,999"
"4033","ind9374","70-74","f","1349","$15,000 to $19,999"
"4034","ind9029","67-69","f","1350","$15,000 to $19,999"
"4035","ind9932","85-NA","f","1351","$15,000 to $19,999"
"4036","ind9237","70-74","f","1352","$15,000 to $19,999"
"4037","ind998","85-NA","f","1353","$15,000 to $19,999"
"4038","ind9162","67-69","f","1354","$15,000 to $19,999"
"4039","ind9294","70-74","f","1355","$15,000 to $19,999"
"4040","ind8949","65-66","f","1356","$15,000 to $19,999"
"4041","ind9909","85-NA","f","1357","$15,000 to $19,999"
"4042","ind9469","75-79","f","1358","$15,000 to $19,999"
"4043","ind8827","65-66","f","1359","$15,000 to $19,999"
"4044","ind9236","70-74","f","1360","$15,000 to $19,999"
"4045","ind9727","80-84","f","1361","$15,000 to $19,999"
"4046","ind8955","65-66","f","1362","$15,000 to $19,999"
"4047","ind9299","70-74","f","1363","$15,000 to $19,999"
"4048","ind9963","85-NA","f","1364","$15,000 to $19,999"
"4049","ind9780","80-84","f","1365","$15,000 to $19,999"
"4050","ind9530","75-79","f","1366","$15,000 to $19,999"
"4051","ind9552","75-79","f","1367","$15,000 to $19,999"
"4052","ind8905","65-66","f","1368","$15,000 to $19,999"
"4053","ind9387","70-74","f","1369","$15,000 to $19,999"
"4054","ind8844","65-66","f","1370","$20,000 to $24,999"
"4055","ind9156","67-69","f","1371","$20,000 to $24,999"
"4056","ind9038","67-69","f","1372","$20,000 to $24,999"
"4057","ind9936","85-NA","f","1373","$20,000 to $24,999"
"4058","ind9068","67-69","f","1374","$20,000 to $24,999"
"4059","ind9701","80-84","f","1375","$20,000 to $24,999"
"4060","ind9601","75-79","f","1376","$20,000 to $24,999"
"4061","ind9769","80-84","f","1377","$20,000 to $24,999"
"4062","ind9414","70-74","f","1378","$20,000 to $24,999"
"4063","ind9740","80-84","f","1379","$20,000 to $24,999"
"4064","ind9865","85-NA","f","1380","$20,000 to $24,999"
"4065","ind9446","70-74","f","1381","$20,000 to $24,999"
"4066","ind9986","85-NA","f","1382","$20,000 to $24,999"
"4067","ind9235","70-74","f","1383","$20,000 to $24,999"
"4068","ind9974","85-NA","f","1384","$20,000 to $24,999"
"4069","ind914","67-69","f","1385","$20,000 to $24,999"
"4070","ind9404","70-74","f","1386","$20,000 to $24,999"
"4071","ind9706","80-84","f","1387","$20,000 to $24,999"
"4072","ind9011","67-69","f","1388","$20,000 to $24,999"
"4073","ind9952","85-NA","f","1389","$20,000 to $24,999"
"4074","ind8836","65-66","f","1390","$20,000 to $24,999"
"4075","ind9409","70-74","f","1391","$20,000 to $24,999"
"4076","ind8999","67-69","f","1392","$20,000 to $24,999"
"4077","ind9554","75-79","f","1393","$20,000 to $24,999"
"4078","ind9729","80-84","f","1394","$20,000 to $24,999"
"4079","ind985","85-NA","f","1395","$20,000 to $24,999"
"4080","ind8810","65-66","f","1396","$20,000 to $24,999"
"4081","ind9195","70-74","f","1397","$20,000 to $24,999"
"4082","ind951","75-79","f","1398","$20,000 to $24,999"
"4083","ind9111","67-69","f","1399","$20,000 to $24,999"
"4084","ind9544","75-79","f","1400","$20,000 to $24,999"
"4085","ind9593","75-79","f","1401","$20,000 to $24,999"
"4086","ind887","65-66","f","1402","$20,000 to $24,999"
"4087","ind9416","70-74","f","1403","$20,000 to $24,999"
"4088","ind9647","80-84","f","1404","$20,000 to $24,999"
"4089","ind9388","70-74","f","1405","$20,000 to $24,999"
"4090","ind8829","65-66","f","1406","$20,000 to $24,999"
"4091","ind9732","80-84","f","1407","$20,000 to $24,999"
"4092","ind9183","70-74","f","1408","$20,000 to $24,999"
"4093","ind9997","85-NA","f","1409","$20,000 to $24,999"
"4094","ind9497","75-79","f","1410","$20,000 to $24,999"
"4095","ind8986","65-66","f","1411","$20,000 to $24,999"
"4096","ind9756","80-84","f","1412","$20,000 to $24,999"
"4097","ind9957","85-NA","f","1413","$20,000 to $24,999"
"4098","ind9736","80-84","f","1414","$20,000 to $24,999"
"4099","ind9610","75-79","f","1415","$20,000 to $24,999"
"4100","ind9849","85-NA","f","1416","$20,000 to $24,999"
"4101","ind9363","70-74","f","1417","$20,000 to $24,999"
"4102","ind9639","80-84","f","1418","$20,000 to $24,999"
"4103","ind9073","67-69","f","1419","$20,000 to $24,999"
"4104","ind8991","67-69","f","1420","$20,000 to $24,999"
"4105","ind9863","85-NA","f","1421","$20,000 to $24,999"
"4106","ind9303","70-74","f","1422","$20,000 to $24,999"
"4107","ind90","67-69","f","1423","$20,000 to $24,999"
"4108","ind8903","65-66","f","1424","$20,000 to $24,999"
"4109","ind9070","67-69","f","1425","$20,000 to $24,999"
"4110","ind9177","70-74","f","1426","$20,000 to $24,999"
"4111","ind9201","70-74","f","1427","$20,000 to $24,999"
"4112","ind9978","85-NA","f","1428","$20,000 to $24,999"
"4113","ind9380","70-74","f","1429","$20,000 to $24,999"
"4114","ind889","65-66","f","1430","$20,000 to $24,999"
"4115","ind9760","80-84","f","1431","$20,000 to $24,999"
"4116","ind9300","70-74","f","1432","$20,000 to $24,999"
"4117","ind9034","67-69","f","1433","$20,000 to $24,999"
"4118","ind9917","85-NA","f","1434","$20,000 to $24,999"
"4119","ind9597","75-79","f","1435","$20,000 to $24,999"
"4120","ind9288","70-74","f","1436","$20,000 to $24,999"
"4121","ind917","67-69","f","1437","$20,000 to $24,999"
"4122","ind9145","67-69","f","1438","$20,000 to $24,999"
"4123","ind9095","67-69","f","1439","$20,000 to $24,999"
"4124","ind9708","80-84","f","1440","$20,000 to $24,999"
"4125","ind9568","75-79","f","1441","$20,000 to $24,999"
"4126","ind9854","85-NA","f","1442","$20,000 to $24,999"
"4127","ind9298","70-74","f","1443","$20,000 to $24,999"
"4128","ind8940","65-66","f","1444","$20,000 to $24,999"
"4129","ind9720","80-84","f","1445","$20,000 to $24,999"
"4130","ind9508","75-79","f","1446","$20,000 to $24,999"
"4131","ind9797","80-84","f","1447","$20,000 to $24,999"
"4132","ind8817","65-66","f","1448","$20,000 to $24,999"
"4133","ind9733","80-84","f","1449","$20,000 to $24,999"
"4134","ind9751","80-84","f","1450","$20,000 to $24,999"
"4135","ind9953","85-NA","f","1451","$20,000 to $24,999"
"4136","ind975","80-84","f","1452","$20,000 to $24,999"
"4137","ind9595","75-79","f","1453","$20,000 to $24,999"
"4138","ind9866","85-NA","f","1454","$20,000 to $24,999"
"4139","ind9343","70-74","f","1455","$20,000 to $24,999"
"4140","ind9571","75-79","f","1456","$20,000 to $24,999"
"4141","ind9014","67-69","f","1457","$20,000 to $24,999"
"4142","ind8806","65-66","f","1458","$20,000 to $24,999"
"4143","ind8815","65-66","f","1459","$20,000 to $24,999"
"4144","ind9834","85-NA","f","1460","$20,000 to $24,999"
"4145","ind9633","80-84","f","1461","$20,000 to $24,999"
"4146","ind9144","67-69","f","1462","$20,000 to $24,999"
"4147","ind9086","67-69","f","1463","$20,000 to $24,999"
"4148","ind9831","85-NA","f","1464","$20,000 to $24,999"
"4149","ind9140","67-69","f","1465","$20,000 to $24,999"
"4150","ind9813","85-NA","f","1466","$20,000 to $24,999"
"4151","ind94","70-74","f","1467","$20,000 to $24,999"
"4152","ind9196","70-74","f","1468","$20,000 to $24,999"
"4153","ind9305","70-74","f","1469","$20,000 to $24,999"
"4154","ind9494","75-79","f","1470","$20,000 to $24,999"
"4155","ind9214","70-74","f","1471","$20,000 to $24,999"
"4156","ind9091","67-69","f","1472","$20,000 to $24,999"
"4157","ind9474","75-79","f","1473","$20,000 to $24,999"
"4158","ind9562","75-79","f","1474","$20,000 to $24,999"
"4159","ind9141","67-69","f","1475","$20,000 to $24,999"
"4160","ind945","70-74","f","1476","$20,000 to $24,999"
"4161","ind9010","67-69","f","1477","$20,000 to $24,999"
"4162","ind89","65-66","f","1478","$20,000 to $24,999"
"4163","ind9659","80-84","f","1479","$20,000 to $24,999"
"4164","ind9071","67-69","f","1480","$20,000 to $24,999"
"4165","ind9048","67-69","f","1481","$20,000 to $24,999"
"4166","ind9458","70-74","f","1482","$20,000 to $24,999"
