"","Ind","age","sex","house","income"
"1471","ind901","80-84","f","518","$15,000 to $19,999"
"1472","ind588","67-69","f","519","$15,000 to $19,999"
"1473","ind982","85-NA","f","520","$15,000 to $19,999"
"1474","ind673","70-74","f","521","$15,000 to $19,999"
"1475","ind892","80-84","f","522","$15,000 to $19,999"
"1476","ind656","70-74","f","523","$15,000 to $19,999"
"1477","ind691","70-74","f","524","$15,000 to $19,999"
"1478","ind741","70-74","f","525","$15,000 to $19,999"
"1479","ind797","75-79","f","526","$15,000 to $19,999"
"1480","ind5281","65-66","f","527","$15,000 to $19,999"
"1481","ind706","70-74","f","528","$15,000 to $19,999"
"1482","ind920","80-84","f","529","$15,000 to $19,999"
"1483","ind642","70-74","f","530","$15,000 to $19,999"
"1484","ind770","75-79","f","531","$15,000 to $19,999"
"1485","ind709","70-74","f","532","$15,000 to $19,999"
"1486","ind728","70-74","f","533","$15,000 to $19,999"
"1487","ind899","80-84","f","534","$15,000 to $19,999"
"1488","ind957","85-NA","f","535","$15,000 to $19,999"
"1489","ind674","70-74","f","536","$15,000 to $19,999"
"1490","ind5322","65-66","f","537","$20,000 to $24,999"
"1491","ind707","70-74","f","538","$20,000 to $24,999"
"1492","ind81","75-79","f","539","$20,000 to $24,999"
"1493","ind58","67-69","f","540","$20,000 to $24,999"
"1494","ind65","70-74","f","541","$20,000 to $24,999"
"1495","ind690","70-74","f","542","$20,000 to $24,999"
"1496","ind783","75-79","f","543","$20,000 to $24,999"
"1497","ind995","85-NA","f","544","$20,000 to $24,999"
"1498","ind601","70-74","f","545","$20,000 to $24,999"
"1499","ind5315","65-66","f","546","$20,000 to $24,999"
"1500","ind635","70-74","f","547","$20,000 to $24,999"
"1501","ind561","67-69","f","548","$20,000 to $24,999"
"1502","ind701","70-74","f","549","$20,000 to $24,999"
"1503","ind86","80-84","f","550","$20,000 to $24,999"
"1504","ind658","70-74","f","551","$20,000 to $24,999"
"1505","ind988","85-NA","f","552","$20,000 to $24,999"
"1506","ind934","85-NA","f","553","$20,000 to $24,999"
"1507","ind974","85-NA","f","554","$20,000 to $24,999"
"1508","ind768","75-79","f","555","$20,000 to $24,999"
"1509","ind616","70-74","f","556","$20,000 to $24,999"
"1510","ind610","70-74","f","557","$20,000 to $24,999"
"1511","ind5278","65-66","f","558","$20,000 to $24,999"
"1512","ind675","70-74","f","559","$20,000 to $24,999"
"1513","ind958","85-NA","f","560","$20,000 to $24,999"
"1514","ind990","85-NA","f","561","$20,000 to $24,999"
"1515","ind670","70-74","f","562","$20,000 to $24,999"
"1516","ind854","80-84","f","563","$20,000 to $24,999"
"1517","ind591","67-69","f","564","$20,000 to $24,999"
"1518","ind702","70-74","f","565","$20,000 to $24,999"
"1519","ind766","75-79","f","566","$20,000 to $24,999"
"1520","ind5308","65-66","f","567","$20,000 to $24,999"
"1521","ind994","85-NA","f","568","$20,000 to $24,999"
"1522","ind5296","65-66","f","569","$20,000 to $24,999"
"1523","ind850","80-84","f","570","$20,000 to $24,999"
"1524","ind799","75-79","f","571","$20,000 to $24,999"
"1525","ind574","67-69","f","572","$20,000 to $24,999"
"1526","ind594","67-69","f","573","$20,000 to $24,999"
"1527","ind543","67-69","f","574","$20,000 to $24,999"
"1528","ind619","70-74","f","575","$20,000 to $24,999"
"1529","ind955","85-NA","f","576","$20,000 to $24,999"
"1530","ind5263","65-66","f","577","$20,000 to $24,999"
"1531","ind832","75-79","f","578","$20,000 to $24,999"
"1532","ind787","75-79","f","579","$20,000 to $24,999"
"1533","ind847","80-84","f","580","$20,000 to $24,999"
"1534","ind947","85-NA","f","581","$20,000 to $24,999"
"1535","ind754","70-74","f","582","$20,000 to $24,999"
"1536","ind879","80-84","f","583","$20,000 to $24,999"
"1537","ind77","75-79","f","584","$20,000 to $24,999"
"1538","ind918","80-84","f","585","$20,000 to $24,999"
"1539","ind527","65-66","f","586","$20,000 to $24,999"
"1540","ind87","80-84","f","587","$20,000 to $24,999"
"1541","ind914","80-84","f","588","$20,000 to $24,999"
"1542","ind82","75-79","f","589","$20,000 to $24,999"
"1543","ind909","80-84","f","590","$25,000 to $29,999"
"1544","ind941","85-NA","f","591","$25,000 to $29,999"
"1545","ind676","70-74","f","592","$25,000 to $29,999"
"1546","ind661","70-74","f","593","$25,000 to $29,999"
"1547","ind861","80-84","f","594","$25,000 to $29,999"
"1548","ind627","70-74","f","595","$25,000 to $29,999"
"1549","ind536","65-66","f","596","$25,000 to $29,999"
"1550","ind868","80-84","f","597","$25,000 to $29,999"
"1551","ind872","80-84","f","598","$25,000 to $29,999"
"1552","ind5314","65-66","f","599","$25,000 to $29,999"
"1553","ind733","70-74","f","600","$25,000 to $29,999"
"1554","ind94","85-NA","f","601","$25,000 to $29,999"
"1555","ind771","75-79","f","602","$25,000 to $29,999"
"1556","ind802","75-79","f","603","$25,000 to $29,999"
"1557","ind557","67-69","f","604","$25,000 to $29,999"
"1558","ind541","67-69","f","605","$25,000 to $29,999"
"1559","ind565","67-69","f","606","$25,000 to $29,999"
"1560","ind938","85-NA","f","607","$25,000 to $29,999"
"1561","ind665","70-74","f","608","$25,000 to $29,999"
"1562","ind5267","65-66","f","609","$25,000 to $29,999"
"1563","ind786","75-79","f","610","$25,000 to $29,999"
"1564","ind745","70-74","f","611","$25,000 to $29,999"
"1565","ind68","70-74","f","612","$25,000 to $29,999"
"1566","ind944","85-NA","f","613","$25,000 to $29,999"
"1567","ind906","80-84","f","614","$25,000 to $29,999"
"1568","ind553","67-69","f","615","$25,000 to $29,999"
"1569","ind697","70-74","f","616","$25,000 to $29,999"
"1570","ind589","67-69","f","617","$25,000 to $29,999"
"1571","ind605","70-74","f","618","$25,000 to $29,999"
"1572","ind919","80-84","f","619","$25,000 to $29,999"
"1573","ind614","70-74","f","620","$25,000 to $29,999"
"1574","ind933","85-NA","f","621","$25,000 to $29,999"
"1575","ind681","70-74","f","622","$25,000 to $29,999"
"1576","ind821","75-79","f","623","$25,000 to $29,999"
"1577","ind531","65-66","f","624","$25,000 to $29,999"
"1578","ind815","75-79","f","625","$25,000 to $29,999"
"1579","ind765","75-79","f","626","$25,000 to $29,999"
"1580","ind737","70-74","f","627","$25,000 to $29,999"
"1581","ind762","75-79","f","628","$25,000 to $29,999"
"1582","ind5294","65-66","f","629","$25,000 to $29,999"
"1583","ind98","85-NA","f","630","$25,000 to $29,999"
"1584","ind544","67-69","f","631","$25,000 to $29,999"
"1585","ind96","85-NA","f","632","$25,000 to $29,999"
"1586","ind5262","65-66","f","633","$25,000 to $29,999"
"1587","ind5280","65-66","f","634","$25,000 to $29,999"
"1588","ind5307","65-66","f","635","$25,000 to $29,999"
"1589","ind717","70-74","f","636","$25,000 to $29,999"
"1590","ind5270","65-66","f","637","$25,000 to $29,999"
"1591","ind645","70-74","f","638","$25,000 to $29,999"
"1592","ind864","80-84","f","639","$25,000 to $29,999"
"1593","ind54","67-69","f","640","$25,000 to $29,999"
"1594","ind578","67-69","f","641","$25,000 to $29,999"
"1595","ind772","75-79","f","642","$25,000 to $29,999"
"1596","ind971","85-NA","f","643","$25,000 to $29,999"
"1597","ind5273","65-66","f","644","$25,000 to $29,999"
"1598","ind788","75-79","f","645","$25,000 to $29,999"
"1599","ind830","75-79","f","646","$25,000 to $29,999"
"1600","ind774","75-79","f","647","$25,000 to $29,999"
"1601","ind623","70-74","f","648","$25,000 to $29,999"
"1602","ind692","70-74","f","649","$25,000 to $29,999"
"1603","ind5303","65-66","f","650","$25,000 to $29,999"
"1604","ind700","70-74","f","651","$25,000 to $29,999"
"1605","ind973","85-NA","f","652","$25,000 to $29,999"
"1606","ind7","70-74","f","653","$25,000 to $29,999"
"1607","ind650","70-74","f","654","$25,000 to $29,999"
"1608","ind991","85-NA","f","655","$25,000 to $29,999"
"1609","ind978","85-NA","f","656","$25,000 to $29,999"
"1610","ind884","80-84","f","657","$25,000 to $29,999"
"1611","ind740","70-74","f","658","$25,000 to $29,999"
"1612","ind5317","65-66","f","659","$25,000 to $29,999"
"1613","ind989","85-NA","f","660","$25,000 to $29,999"
"1614","ind5301","65-66","f","661","$25,000 to $29,999"
"1615","ind85","80-84","f","662","$25,000 to $29,999"
"1616","ind699","70-74","f","663","$25,000 to $29,999"
"1617","ind796","75-79","f","664","$25,000 to $29,999"
"1618","ind542","67-69","f","665","$25,000 to $29,999"
"1619","ind730","70-74","f","666","$25,000 to $29,999"
"1620","ind844","80-84","f","667","$25,000 to $29,999"
"1621","ind584","67-69","f","668","$25,000 to $29,999"
"1622","ind555","67-69","f","669","$25,000 to $29,999"
"1623","ind580","67-69","f","670","$25,000 to $29,999"
"1624","ind598","67-69","f","671","$30,000 to $34,999"
"1625","ind929","85-NA","f","672","$30,000 to $34,999"
"1626","ind575","67-69","f","673","$30,000 to $34,999"
"1627","ind617","70-74","f","674","$30,000 to $34,999"
"1628","ind647","70-74","f","675","$30,000 to $34,999"
"1629","ind976","85-NA","f","676","$30,000 to $34,999"
"1630","ind867","80-84","f","677","$30,000 to $34,999"
"1631","ind532","65-66","f","678","$30,000 to $34,999"
"1632","ind722","70-74","f","679","$30,000 to $34,999"
"1633","ind826","75-79","f","680","$30,000 to $34,999"
"1634","ind626","70-74","f","681","$30,000 to $34,999"
"1635","ind726","70-74","f","682","$30,000 to $34,999"
"1636","ind618","70-74","f","683","$30,000 to $34,999"
"1637","ind5265","65-66","f","684","$30,000 to $34,999"
"1638","ind703","70-74","f","685","$30,000 to $34,999"
"1639","ind710","70-74","f","686","$30,000 to $34,999"
"1640","ind684","70-74","f","687","$30,000 to $34,999"
"1641","ind948","85-NA","f","688","$30,000 to $34,999"
"1642","ind678","70-74","f","689","$30,000 to $34,999"
"1643","ind795","75-79","f","690","$30,000 to $34,999"
"1644","ind719","70-74","f","691","$30,000 to $34,999"
"1645","ind752","70-74","f","692","$30,000 to $34,999"
"1646","ind628","70-74","f","693","$30,000 to $34,999"
"1647","ind606","70-74","f","694","$30,000 to $34,999"
"1648","ind5316","65-66","f","695","$30,000 to $34,999"
"1649","ind560","67-69","f","696","$30,000 to $34,999"
"1650","ind556","67-69","f","697","$30,000 to $34,999"
"1651","ind677","70-74","f","698","$30,000 to $34,999"
"1652","ind750","70-74","f","699","$30,000 to $34,999"
"1653","ind945","85-NA","f","700","$30,000 to $34,999"
"1654","ind935","85-NA","f","701","$30,000 to $34,999"
"1655","ind537","65-66","f","702","$30,000 to $34,999"
"1656","ind843","80-84","f","703","$30,000 to $34,999"
"1657","ind834","75-79","f","704","$30,000 to $34,999"
"1658","ind837","80-84","f","705","$30,000 to $34,999"
"1659","ind835","75-79","f","706","$30,000 to $34,999"
"1660","ind5268","65-66","f","707","$30,000 to $34,999"
"1661","ind92","80-84","f","708","$30,000 to $34,999"
"1662","ind931","85-NA","f","709","$30,000 to $34,999"
"1663","ind599","70-74","f","710","$30,000 to $34,999"
"1664","ind889","80-84","f","711","$30,000 to $34,999"
"1665","ind5312","65-66","f","712","$30,000 to $34,999"
"1666","ind602","70-74","f","713","$30,000 to $34,999"
"1667","ind900","80-84","f","714","$30,000 to $34,999"
"1668","ind8","75-79","f","715","$30,000 to $34,999"
"1669","ind967","85-NA","f","716","$30,000 to $34,999"
"1670","ind759","75-79","f","717","$30,000 to $34,999"
"1671","ind764","75-79","f","718","$30,000 to $34,999"
"1672","ind60","70-74","f","719","$30,000 to $34,999"
"1673","ind725","70-74","f","720","$30,000 to $34,999"
"1674","ind540","67-69","f","721","$30,000 to $34,999"
"1675","ind680","70-74","f","722","$30,000 to $34,999"
"1676","ind952","85-NA","f","723","$30,000 to $34,999"
"1677","ind946","85-NA","f","724","$30,000 to $34,999"
"1678","ind572","67-69","f","725","$30,000 to $34,999"
"1679","ind713","70-74","f","726","$30,000 to $34,999"
"1680","ind734","70-74","f","727","$30,000 to $34,999"
"1681","ind915","80-84","f","728","$30,000 to $34,999"
"1682","ind99","85-NA","f","729","$30,000 to $34,999"
"1683","ind943","85-NA","f","730","$30,000 to $34,999"
"1684","ind3189","70-74","m","731","$30,000 to $34,999"
"1685","ind3022","67-69","m","732","$30,000 to $34,999"
"1686","ind3184","70-74","m","733","$30,000 to $34,999"
"1687","ind3003","67-69","m","734","$30,000 to $34,999"
"1688","ind3078","70-74","m","735","$30,000 to $34,999"
"1689","ind2866","65-66","m","736","$30,000 to $34,999"
"1690","ind3300","75-79","m","737","$30,000 to $34,999"
"1691","ind3238","75-79","m","738","$30,000 to $34,999"
"1692","ind3318","80-84","m","739","$30,000 to $34,999"
"1693","ind3056","67-69","m","740","$30,000 to $34,999"
"1694","ind3071","67-69","m","741","$30,000 to $34,999"
"1695","ind3137","70-74","m","742","$30,000 to $34,999"
"1696","ind2945","67-69","m","743","$30,000 to $34,999"
"1697","ind288","65-66","m","744","$30,000 to $34,999"
"1698","ind3361","80-84","m","745","$30,000 to $34,999"
"1699","ind2991","67-69","m","746","$30,000 to $34,999"
"1700","ind3122","70-74","m","747","$30,000 to $34,999"
"1701","ind3068","67-69","m","748","$30,000 to $34,999"
"1702","ind3273","75-79","m","749","$30,000 to $34,999"
"1703","ind2880","65-66","m","750","$30,000 to $34,999"
"1704","ind3100","70-74","m","751","$30,000 to $34,999"
"1705","ind2900","65-66","m","752","$30,000 to $34,999"
"1706","ind2865","65-66","m","753","$30,000 to $34,999"
"1707","ind2857","65-66","m","754","$30,000 to $34,999"
"1708","ind3144","70-74","m","755","$30,000 to $34,999"
"1709","ind3292","75-79","m","756","$30,000 to $34,999"
"1710","ind31","70-74","m","757","$30,000 to $34,999"
"1711","ind3015","67-69","m","758","$30,000 to $34,999"
"1712","ind3297","75-79","m","759","$30,000 to $34,999"
"1713","ind2911","65-66","m","760","$30,000 to $34,999"
"1714","ind3344","80-84","m","761","$30,000 to $34,999"
"1715","ind3150","70-74","m","762","$30,000 to $34,999"
"1716","ind3341","80-84","m","763","$30,000 to $34,999"
"1717","ind3211","75-79","m","764","$30,000 to $34,999"
"1718","ind3201","70-74","m","765","$30,000 to $34,999"
"1719","ind3063","67-69","m","766","$30,000 to $34,999"
"1720","ind2897","65-66","m","767","$30,000 to $34,999"
"1721","ind3044","67-69","m","768","$30,000 to $34,999"
"1722","ind2977","67-69","m","769","$30,000 to $34,999"
"1723","ind299","67-69","m","770","$30,000 to $34,999"
"1724","ind3316","80-84","m","771","$30,000 to $34,999"
"1725","ind3081","70-74","m","772","$30,000 to $34,999"
"1726","ind3096","70-74","m","773","$30,000 to $34,999"
"1727","ind2975","67-69","m","774","$30,000 to $34,999"
"1728","ind2923","67-69","m","775","$30,000 to $34,999"
"1729","ind3278","75-79","m","776","$30,000 to $34,999"
"1730","ind2858","65-66","m","777","$30,000 to $34,999"
"1731","ind3173","70-74","m","778","$30,000 to $34,999"
"1732","ind3242","75-79","m","779","$30,000 to $34,999"
"1733","ind3218","75-79","m","780","$35,000 to $39,999"
"1734","ind3040","67-69","m","781","$35,000 to $39,999"
"1735","ind3360","80-84","m","782","$35,000 to $39,999"
"1736","ind2930","67-69","m","783","$35,000 to $39,999"
"1737","ind3077","70-74","m","784","$35,000 to $39,999"
"1738","ind3092","70-74","m","785","$35,000 to $39,999"
"1739","ind2925","67-69","m","786","$35,000 to $39,999"
"1740","ind3200","70-74","m","787","$35,000 to $39,999"
"1741","ind2854","65-66","m","788","$35,000 to $39,999"
"1742","ind3257","75-79","m","789","$35,000 to $39,999"
"1743","ind3271","75-79","m","790","$35,000 to $39,999"
"1744","ind318","70-74","m","791","$35,000 to $39,999"
"1745","ind3370","85-NA","m","792","$35,000 to $39,999"
"1746","ind3012","67-69","m","793","$35,000 to $39,999"
"1747","ind3177","70-74","m","794","$35,000 to $39,999"
"1748","ind3105","70-74","m","795","$35,000 to $39,999"
"1749","ind3046","67-69","m","796","$35,000 to $39,999"
"1750","ind3178","70-74","m","797","$35,000 to $39,999"
"1751","ind2964","67-69","m","798","$35,000 to $39,999"
"1752","ind3097","70-74","m","799","$35,000 to $39,999"
"1753","ind2971","67-69","m","800","$35,000 to $39,999"
"1754","ind3202","70-74","m","801","$35,000 to $39,999"
"1755","ind3049","67-69","m","802","$35,000 to $39,999"
"1756","ind3239","75-79","m","803","$35,000 to $39,999"
"1757","ind3366","80-84","m","804","$35,000 to $39,999"
"1758","ind3094","70-74","m","1049","$10,000 to $14,999"
"1759","ind2905","65-66","m","105","$10,000 to $14,999"
"1760","ind3172","70-74","m","1050","$10,000 to $14,999"
"1761","ind2904","65-66","m","1051","$10,000 to $14,999"
"1762","ind3026","67-69","m","1052","$10,000 to $14,999"
"1763","ind2879","65-66","m","1053","$10,000 to $14,999"
"1764","ind3258","75-79","m","1054","$10,000 to $14,999"
"1765","ind3156","70-74","m","1055","$10,000 to $14,999"
"1766","ind2876","65-66","m","1056","$10,000 to $14,999"
"1767","ind3039","67-69","m","1057","$10,000 to $14,999"
"1768","ind2946","67-69","m","1058","$10,000 to $14,999"
"1769","ind3125","70-74","m","1059","$10,000 to $14,999"
"1770","ind2871","65-66","m","106","$10,000 to $14,999"
"1771","ind295","67-69","m","1060","$10,000 to $14,999"
"1772","ind3115","70-74","m","1061","$10,000 to $14,999"
"1773","ind2948","67-69","m","1062","$10,000 to $14,999"
"1774","ind2995","67-69","m","1063","$10,000 to $14,999"
"1775","ind2942","67-69","m","1064","$10,000 to $14,999"
"1776","ind2846","65-66","m","1065","$10,000 to $14,999"
"1777","ind2884","65-66","m","1066","$10,000 to $14,999"
"1778","ind3240","75-79","m","1067","$10,000 to $14,999"
"1779","ind3262","75-79","m","1068","$10,000 to $14,999"
"1780","ind3204","70-74","m","1069","$10,000 to $14,999"
"1781","ind3005","67-69","m","107","$10,000 to $14,999"
"1782","ind2951","67-69","m","1070","$10,000 to $14,999"
"1783","ind3004","67-69","m","1071","$10,000 to $14,999"
"1784","ind2853","65-66","m","108","$10,000 to $14,999"
"1785","ind3052","67-69","m","109","$10,000 to $14,999"
"1786","ind3104","70-74","m","110","$10,000 to $14,999"
"1787","ind3069","67-69","m","111","$10,000 to $14,999"
"1788","ind3199","70-74","m","112","$10,000 to $14,999"
"1789","ind2878","65-66","m","113","$10,000 to $14,999"
"1790","ind3247","75-79","m","114","$10,000 to $14,999"
"1791","ind3282","75-79","m","115","$10,000 to $14,999"
"1792","ind3310","75-79","m","116","$10,000 to $14,999"
"1793","ind2960","67-69","m","117","$10,000 to $14,999"
"1794","ind3028","67-69","m","118","$10,000 to $14,999"
"1795","ind3372","85-NA","m","119","$10,000 to $14,999"
"1796","ind2863","65-66","m","120","$10,000 to $14,999"
"1797","ind315","70-74","m","121","$10,000 to $14,999"
"1798","ind3274","75-79","m","122","$10,000 to $14,999"
"1799","ind3138","70-74","m","123","$10,000 to $14,999"
"1800","ind3113","70-74","m","124","$10,000 to $14,999"
"1801","ind3153","70-74","m","125","$10,000 to $14,999"
"1802","ind3221","75-79","m","126","$10,000 to $14,999"
"1803","ind3335","80-84","m","127","$10,000 to $14,999"
"1804","ind2850","65-66","m","128","$10,000 to $14,999"
"1805","ind325","75-79","m","129","$10,000 to $14,999"
"1806","ind3","67-69","m","130","$10,000 to $14,999"
"1807","ind3090","70-74","m","131","$10,000 to $14,999"
"1808","ind3299","75-79","m","132","$10,000 to $14,999"
"1809","ind3016","67-69","m","133","$10,000 to $14,999"
"1810","ind3128","70-74","m","134","$10,000 to $14,999"
"1811","ind3007","67-69","m","135","$10,000 to $14,999"
"1812","ind3279","75-79","m","136","$10,000 to $14,999"
"1813","ind3054","67-69","m","137","$10,000 to $14,999"
"1814","ind2970","67-69","m","138","$10,000 to $14,999"
"1815","ind3167","70-74","m","139","$10,000 to $14,999"
"1816","ind2976","67-69","m","140","$10,000 to $14,999"
"1817","ind2972","67-69","m","141","$10,000 to $14,999"
"1818","ind314","70-74","m","142","$10,000 to $14,999"
"1819","ind3135","70-74","m","143","$10,000 to $14,999"
"1820","ind3043","67-69","m","144","$10,000 to $14,999"
"1821","ind3181","70-74","m","145","$10,000 to $14,999"
"1822","ind2868","65-66","m","146","$10,000 to $14,999"
"1823","ind3245","75-79","m","147","$10,000 to $14,999"
"1824","ind3225","75-79","m","148","$10,000 to $14,999"
"1825","ind5321","65-66","f","1480","$10,000 to $14,999"
"1826","ind3142","70-74","m","149","$10,000 to $14,999"
"1827","ind309","70-74","m","150","$10,000 to $14,999"
"1828","ind2867","65-66","m","151","$10,000 to $14,999"
"1829","ind963","85-NA","f","1516","$10,000 to $14,999"
"1830","ind3224","75-79","m","152","$10,000 to $14,999"
"1831","ind3324","80-84","m","153","$10,000 to $14,999"
"1832","ind3058","67-69","m","1534","$10,000 to $14,999"
"1833","ind3228","75-79","m","154","$10,000 to $14,999"
"1834","ind3191","70-74","m","1549","$10,000 to $14,999"
"1835","ind2985","67-69","m","155","$10,000 to $14,999"
"1836","ind2869","65-66","m","1552","$10,000 to $14,999"
"1837","ind3136","70-74","m","156","$10,000 to $14,999"
"1838","ind3275","75-79","m","157","$10,000 to $14,999"
"1839","ind3208","70-74","m","158","$10,000 to $14,999"
"1840","ind2939","67-69","m","159","$10,000 to $14,999"
"1841","ind2940","67-69","m","160","$10,000 to $14,999"
"1842","ind3342","80-84","m","161","$10,000 to $14,999"
"1843","ind2889","65-66","m","162","$10,000 to $14,999"
"1844","ind2944","67-69","m","163","$10,000 to $14,999"
"1845","ind3132","70-74","m","164","$10,000 to $14,999"
"1846","ind2994","67-69","m","165","$10,000 to $14,999"
"1847","ind3346","80-84","m","166","$10,000 to $14,999"
"1848","ind3155","70-74","m","167","$10,000 to $14,999"
"1849","ind3263","75-79","m","168","$10,000 to $14,999"
"1850","ind3185","70-74","m","169","$10,000 to $14,999"
"1851","ind327","75-79","m","170","$10,000 to $14,999"
"1852","ind2888","65-66","m","171","$10,000 to $14,999"
"1853","ind2990","67-69","m","172","$10,000 to $14,999"
"1854","ind3118","70-74","m","173","$10,000 to $14,999"
"1855","ind3276","75-79","m","174","$10,000 to $14,999"
"1856","ind3207","70-74","m","175","$10,000 to $14,999"
"1857","ind2890","65-66","m","176","$10,000 to $14,999"
"1858","ind3338","80-84","m","177","$10,000 to $14,999"
"1859","ind3254","75-79","m","178","$10,000 to $14,999"
"1860","ind3301","75-79","m","179","$10,000 to $14,999"
"1861","ind3312","75-79","m","180","$10,000 to $14,999"
"1862","ind3210","70-74","m","181","$10,000 to $14,999"
"1863","ind3357","80-84","m","182","$10,000 to $14,999"
"1864","ind2952","67-69","m","183","$10,000 to $14,999"
"1865","ind3086","70-74","m","184","$10,000 to $14,999"
"1866","ind3182","70-74","m","185","$10,000 to $14,999"
"1867","ind3053","67-69","m","186","$10,000 to $14,999"
"1868","ind3220","75-79","m","187","$10,000 to $14,999"
"1869","ind3082","70-74","m","188","$10,000 to $14,999"
"1870","ind326","75-79","m","189","$10,000 to $14,999"
"1871","ind3038","67-69","m","190","$10,000 to $14,999"
"1872","ind3180","70-74","m","191","$10,000 to $14,999"
"1873","ind3021","67-69","m","192","$10,000 to $14,999"
"1874","ind3035","67-69","m","193","$10,000 to $14,999"
"1875","ind3260","75-79","m","194","$10,000 to $14,999"
"1876","ind2859","65-66","m","195","$10,000 to $14,999"
"1877","ind3331","80-84","m","196","$10,000 to $14,999"
"1878","ind3197","70-74","m","197","$10,000 to $14,999"
"1879","ind2932","67-69","m","198","$10,000 to $14,999"
"1880","ind324","75-79","m","199","$10,000 to $14,999"
"1881","ind3320","80-84","m","200","$10,000 to $14,999"
"1882","ind3337","80-84","m","201","$10,000 to $14,999"
"1883","ind3188","70-74","m","202","$10,000 to $14,999"
"1884","ind3355","80-84","m","203","$10,000 to $14,999"
"1885","ind285","65-66","m","2030","$10,000 to $14,999"
"1886","ind3256","75-79","m","204","$10,000 to $14,999"
"1887","ind294","67-69","m","205","$10,000 to $14,999"
"1888","ind3030","67-69","m","206","$10,000 to $14,999"
"1889","ind3179","70-74","m","207","$10,000 to $14,999"
"1890","ind2872","65-66","m","208","$10,000 to $14,999"
"1891","ind3045","67-69","m","209","$10,000 to $14,999"
"1892","ind2949","67-69","m","210","$10,000 to $14,999"
"1893","ind3088","70-74","m","211","$10,000 to $14,999"
"1894","ind2848","65-66","m","805","$40,000 to $44,999"
"1895","ind3075","67-69","m","806","$40,000 to $44,999"
"1896","ind3286","75-79","m","807","$40,000 to $44,999"
"1897","ind3313","75-79","m","808","$40,000 to $44,999"
"1898","ind2968","67-69","m","809","$40,000 to $44,999"
"1899","ind2860","65-66","m","810","$40,000 to $44,999"
"1900","ind2920","67-69","m","811","$40,000 to $44,999"
"1901","ind329","75-79","m","812","$40,000 to $44,999"
"1902","ind3333","80-84","m","813","$40,000 to $44,999"
"1903","ind3232","75-79","m","814","$40,000 to $44,999"
"1904","ind3133","70-74","m","815","$40,000 to $44,999"
"1905","ind3013","67-69","m","816","$40,000 to $44,999"
"1906","ind3303","75-79","m","817","$40,000 to $44,999"
"1907","ind3011","67-69","m","818","$40,000 to $44,999"
"1908","ind3336","80-84","m","819","$45,000 to $49,999"
"1909","ind3314","75-79","m","820","$45,000 to $49,999"
"1910","ind3163","70-74","m","821","$45,000 to $49,999"
"1911","ind3358","80-84","m","822","$45,000 to $49,999"
"1912","ind3319","80-84","m","823","$45,000 to $49,999"
"1913","ind2937","67-69","m","824","$45,000 to $49,999"
"1914","ind3148","70-74","m","825","$45,000 to $49,999"
"1915","ind3169","70-74","m","826","$45,000 to $49,999"
"1916","ind3290","75-79","m","827","$45,000 to $49,999"
"1917","ind3272","75-79","m","828","$45,000 to $49,999"
"1918","ind3294","75-79","m","829","$45,000 to $49,999"
"1919","ind3076","70-74","m","830","$45,000 to $49,999"
"1920","ind3213","75-79","m","831","$45,000 to $49,999"
"1921","ind3112","70-74","m","832","$45,000 to $49,999"
"1922","ind2931","67-69","m","833","$45,000 to $49,999"
"1923","ind3198","70-74","m","834","$45,000 to $49,999"
"1924","ind3095","70-74","m","835","$45,000 to $49,999"
"1925","ind3354","80-84","m","836","$45,000 to $49,999"
"1926","ind2926","67-69","m","837","$45,000 to $49,999"
"1927","ind3099","70-74","m","838","$45,000 to $49,999"
"1928","ind3059","67-69","m","839","$45,000 to $49,999"
"1929","ind2919","65-66","m","840","$45,000 to $49,999"
"1930","ind3291","75-79","m","841","$45,000 to $49,999"
"1931","ind3374","85-NA","m","842","$45,000 to $49,999"
"1932","ind3162","70-74","m","843","$45,000 to $49,999"
"1933","ind3330","80-84","m","844","$45,000 to $49,999"
"1934","ind313","70-74","m","845","$45,000 to $49,999"
"1935","ind3216","75-79","m","846","$45,000 to $49,999"
"1936","ind2898","65-66","m","847","$45,000 to $49,999"
"1937","ind2903","65-66","m","848","$45,000 to $49,999"
"1938","ind3060","67-69","m","849","$45,000 to $49,999"
"1939","ind2910","65-66","m","85","$45,000 to $49,999"
"1940","ind2887","65-66","m","850","$45,000 to $49,999"
"1941","ind2906","65-66","m","851","$45,000 to $49,999"
"1942","ind2922","67-69","m","852","$45,000 to $49,999"
"1943","ind312","70-74","m","853","$50,000 to $59,999"
"1944","ind3029","67-69","m","854","$50,000 to $59,999"
"1945","ind3289","75-79","m","855","$50,000 to $59,999"
"1946","ind3233","75-79","m","856","$50,000 to $59,999"
"1947","ind3192","70-74","m","857","$50,000 to $59,999"
"1948","ind2870","65-66","m","858","$50,000 to $59,999"
"1949","ind2941","67-69","m","859","$50,000 to $59,999"
"1950","ind3023","67-69","m","86","$50,000 to $59,999"
"1951","ind2986","67-69","m","860","$50,000 to $59,999"
"1952","ind3083","70-74","m","861","$50,000 to $59,999"
"1953","ind3261","75-79","m","862","$50,000 to $59,999"
"1954","ind3041","67-69","m","863","$50,000 to $59,999"
"1955","ind2992","67-69","m","864","$50,000 to $59,999"
"1956","ind3234","75-79","m","865","$50,000 to $59,999"
"1957","ind2918","65-66","m","866","$50,000 to $59,999"
