"","Ind","house","age","sex","income"
"10363","ind8941","1538","65-66","f","$25,000 to $29,999"
"10364","ind8942","2148","65-66","f","$75,000 to $99,999"
"10365","ind8943","4624","65-66","f","$100,000 to $124,999"
"10366","ind8944","2211","65-66","f","$100,000 to $124,999"
"10367","ind8945","2198","65-66","f","$100,000 to $124,999"
"10368","ind8946","1986","65-66","f","$50,000 to $59,999"
"10369","ind8947","1247","65-66","f","$15,000 to $19,999"
"10370","ind8948","1330","65-66","f","$15,000 to $19,999"
"10371","ind8949","1356","65-66","f","$15,000 to $19,999"
"10372","ind895","4624","65-66","f","$100,000 to $124,999"
"10373","ind8950","1763","65-66","f","$35,000 to $39,999"
"10374","ind8951","1348","65-66","f","$15,000 to $19,999"
"10375","ind8952","2062","65-66","f","$60,000 to $74,999"
"10376","ind8953","4624","65-66","f","$100,000 to $124,999"
"10377","ind8954","1760","65-66","f","$35,000 to $39,999"
"10378","ind8955","1362","65-66","f","$15,000 to $19,999"
"10379","ind8956","4624","65-66","f","$100,000 to $124,999"
"10380","ind8957","2107","65-66","f","$75,000 to $99,999"
"10381","ind8958","1612","65-66","f","$25,000 to $29,999"
"10382","ind8959","1880","65-66","f","$45,000 to $49,999"
"10383","ind896","4624","65-66","f","$100,000 to $124,999"
"10384","ind8960","1209","65-66","f","$10,000 to $14,999"
"10385","ind8961","1535","65-66","f","$25,000 to $29,999"
"10386","ind8962","2002","65-66","f","$60,000 to $74,999"
"10387","ind8963","1525","65-66","f","$25,000 to $29,999"
"10388","ind8964","2010","65-66","f","$60,000 to $74,999"
"10389","ind8965","1619","65-66","f","$25,000 to $29,999"
"10390","ind8966","1196","65-66","f","$10,000 to $14,999"
"10391","ind8967","1945","65-66","f","$50,000 to $59,999"
"10392","ind8968","1784","65-66","f","$40,000 to $44,999"
"10393","ind8969","1272","65-66","f","$15,000 to $19,999"
"10394","ind897","1764","65-66","f","$35,000 to $39,999"
"10395","ind8970","1799","65-66","f","$40,000 to $44,999"
"10396","ind8971","1636","65-66","f","$30,000 to $34,999"
"10397","ind8972","1920","65-66","f","$50,000 to $59,999"
"10398","ind8973","1490","65-66","f","$20,000 to $24,999"
"10399","ind8974","2098","65-66","f","$75,000 to $99,999"
"10400","ind8975","1848","65-66","f","$40,000 to $44,999"
"10401","ind8976","1559","65-66","f","$25,000 to $29,999"
"10402","ind8977","4624","65-66","f","$100,000 to $124,999"
"10403","ind8978","1851","65-66","f","$45,000 to $49,999"
"10404","ind8979","1726","65-66","f","$30,000 to $34,999"
"10405","ind898","2183","65-66","f","$100,000 to $124,999"
"10406","ind8980","1949","65-66","f","$50,000 to $59,999"
"10407","ind8981","4624","65-66","f","$100,000 to $124,999"
"10408","ind8982","1259","65-66","f","$15,000 to $19,999"
"10409","ind8983","4624","65-66","f","$100,000 to $124,999"
"10410","ind8984","1503","65-66","f","$20,000 to $24,999"
"10411","ind8985","1151","65-66","f","$10,000 to $14,999"
"10412","ind8986","1411","65-66","f","$20,000 to $24,999"
"10413","ind8987","1660","65-66","f","$30,000 to $34,999"
"10414","ind8988","1642","67-69","f","$30,000 to $34,999"
"10415","ind8989","2073","67-69","f","$60,000 to $74,999"
"10416","ind899","1132","67-69","f","Less than $10,000"
"10417","ind8990","1277","67-69","f","$15,000 to $19,999"
"10418","ind8991","1420","67-69","f","$20,000 to $24,999"
"10419","ind8992","1108","67-69","f","Less than $10,000"
"10420","ind8993","1609","67-69","f","$25,000 to $29,999"
"10421","ind8994","1529","67-69","f","$25,000 to $29,999"
"10422","ind8995","1617","67-69","f","$25,000 to $29,999"
"10423","ind8996","1904","67-69","f","$50,000 to $59,999"
"10424","ind8997","1088","67-69","f","Less than $10,000"
"10425","ind8998","1662","67-69","f","$30,000 to $34,999"
"10426","ind8999","1392","67-69","f","$20,000 to $24,999"
"10427","ind9","1131","67-69","f","Less than $10,000"
"10428","ind90","1423","67-69","f","$20,000 to $24,999"
"10429","ind900","1268","67-69","f","$15,000 to $19,999"
"10430","ind9000","2044","67-69","f","$60,000 to $74,999"
"10431","ind9001","1700","67-69","f","$30,000 to $34,999"
"10432","ind9002","1690","67-69","f","$30,000 to $34,999"
"10433","ind9003","1137","67-69","f","$10,000 to $14,999"
"10434","ind9004","1258","67-69","f","$15,000 to $19,999"
"10435","ind9005","2055","67-69","f","$60,000 to $74,999"
"10436","ind9006","4624","67-69","f","$100,000 to $124,999"
"10437","ind9007","4624","67-69","f","$100,000 to $124,999"
"10438","ind9008","2172","67-69","f","$75,000 to $99,999"
"10439","ind9009","1916","67-69","f","$50,000 to $59,999"
"10440","ind901","2029","67-69","f","$60,000 to $74,999"
"10441","ind9010","1477","67-69","f","$20,000 to $24,999"
"10442","ind9011","1388","67-69","f","$20,000 to $24,999"
"10443","ind9012","2160","67-69","f","$75,000 to $99,999"
"10444","ind9013","1249","67-69","f","$15,000 to $19,999"
"10445","ind9014","1457","67-69","f","$20,000 to $24,999"
"10446","ind9015","1318","67-69","f","$15,000 to $19,999"
"10447","ind9016","2061","67-69","f","$60,000 to $74,999"
"10448","ind9017","1817","67-69","f","$40,000 to $44,999"
"10449","ind9018","1908","67-69","f","$50,000 to $59,999"
"10450","ind9019","4624","67-69","f","$100,000 to $124,999"
"10451","ind902","1546","67-69","f","$25,000 to $29,999"
"10452","ind9020","2123","67-69","f","$75,000 to $99,999"
"10453","ind9021","1107","67-69","f","Less than $10,000"
"10454","ind9022","2136","67-69","f","$75,000 to $99,999"
"10455","ind9023","2206","67-69","f","$100,000 to $124,999"
"10456","ind9024","1213","67-69","f","$10,000 to $14,999"
"10457","ind9025","1767","67-69","f","$35,000 to $39,999"
"10458","ind9026","4624","67-69","f","$100,000 to $124,999"
"10459","ind9027","2020","67-69","f","$60,000 to $74,999"
"10460","ind9028","1150","67-69","f","$10,000 to $14,999"
"10461","ind9029","1350","67-69","f","$15,000 to $19,999"
"10462","ind903","2015","67-69","f","$60,000 to $74,999"
"10463","ind9030","1659","67-69","f","$30,000 to $34,999"
"10464","ind9031","1502","67-69","f","$20,000 to $24,999"
"10465","ind9032","1929","67-69","f","$50,000 to $59,999"
"10466","ind9033","1149","67-69","f","$10,000 to $14,999"
"10467","ind9034","1433","67-69","f","$20,000 to $24,999"
"10468","ind9035","1800","67-69","f","$40,000 to $44,999"
"10469","ind9036","1826","67-69","f","$40,000 to $44,999"
"10470","ind9037","4624","67-69","f","$100,000 to $124,999"
"10471","ind9038","1372","67-69","f","$20,000 to $24,999"
"10472","ind9039","1341","67-69","f","$15,000 to $19,999"
"10473","ind904","1597","67-69","f","$25,000 to $29,999"
"10474","ind9040","1938","67-69","f","$50,000 to $59,999"
"10475","ind9041","1810","67-69","f","$40,000 to $44,999"
"10476","ind9042","4624","67-69","f","$100,000 to $124,999"
"10477","ind9043","2225","67-69","f","$100,000 to $124,999"
"10478","ind9044","2115","67-69","f","$75,000 to $99,999"
"10479","ind9045","1333","67-69","f","$15,000 to $19,999"
"10480","ind9046","1513","67-69","f","$25,000 to $29,999"
"10481","ind9047","1643","67-69","f","$30,000 to $34,999"
"10482","ind9048","1481","67-69","f","$20,000 to $24,999"
"10483","ind9049","2070","67-69","f","$60,000 to $74,999"
"10484","ind905","1558","67-69","f","$25,000 to $29,999"
"10485","ind9050","1881","67-69","f","$45,000 to $49,999"
"10486","ind9051","1847","67-69","f","$40,000 to $44,999"
"10487","ind9052","1878","67-69","f","$45,000 to $49,999"
"10488","ind9053","1637","67-69","f","$30,000 to $34,999"
"10489","ind9054","1173","67-69","f","$10,000 to $14,999"
"10490","ind9055","2128","67-69","f","$75,000 to $99,999"
"10491","ind9056","1569","67-69","f","$25,000 to $29,999"
"10492","ind9057","1144","67-69","f","$10,000 to $14,999"
"10493","ind9058","1915","67-69","f","$50,000 to $59,999"
"10494","ind9059","1862","67-69","f","$45,000 to $49,999"
"10495","ind906","1223","67-69","f","$10,000 to $14,999"
"10496","ind9060","1886","67-69","f","$45,000 to $49,999"
"10497","ind9061","2162","67-69","f","$75,000 to $99,999"
"10498","ind9062","1718","67-69","f","$30,000 to $34,999"
"10499","ind9063","1682","67-69","f","$30,000 to $34,999"
"10500","ind9064","1207","67-69","f","$10,000 to $14,999"
"10501","ind9065","1136","67-69","f","$10,000 to $14,999"
"10502","ind9066","1172","67-69","f","$10,000 to $14,999"
"10503","ind9067","1899","67-69","f","$50,000 to $59,999"
"10504","ind9068","1374","67-69","f","$20,000 to $24,999"
"10505","ind9069","2085","67-69","f","$60,000 to $74,999"
"10506","ind907","1105","67-69","f","Less than $10,000"
"10507","ind9070","1425","67-69","f","$20,000 to $24,999"
"10508","ind9071","1480","67-69","f","$20,000 to $24,999"
"10509","ind9072","2127","67-69","f","$75,000 to $99,999"
"10510","ind9073","1419","67-69","f","$20,000 to $24,999"
"10511","ind9074","4624","67-69","f","$100,000 to $124,999"
"10512","ind9075","1790","67-69","f","$40,000 to $44,999"
"10513","ind9076","1970","67-69","f","$50,000 to $59,999"
"10514","ind9077","1143","67-69","f","$10,000 to $14,999"
"10515","ind9078","1830","67-69","f","$40,000 to $44,999"
"10516","ind9079","1174","67-69","f","$10,000 to $14,999"
"10517","ind908","1732","67-69","f","$30,000 to $34,999"
"10518","ind9080","1923","67-69","f","$50,000 to $59,999"
"10519","ind9081","2038","67-69","f","$60,000 to $74,999"
"10520","ind9082","1226","67-69","f","$10,000 to $14,999"
"10521","ind9083","1783","67-69","f","$40,000 to $44,999"
"10522","ind9084","1533","67-69","f","$25,000 to $29,999"
"10523","ind9085","1141","67-69","f","$10,000 to $14,999"
"10524","ind9086","1463","67-69","f","$20,000 to $24,999"
"10525","ind9087","1668","67-69","f","$30,000 to $34,999"
"10526","ind9088","1652","67-69","f","$30,000 to $34,999"
"10527","ind9089","1980","67-69","f","$50,000 to $59,999"
"10528","ind909","1808","67-69","f","$40,000 to $44,999"
"10529","ind9090","1176","67-69","f","$10,000 to $14,999"
"10530","ind9091","1472","67-69","f","$20,000 to $24,999"
"10531","ind9092","4624","67-69","f","$100,000 to $124,999"
"10532","ind9093","1567","67-69","f","$25,000 to $29,999"
"10533","ind9094","2017","67-69","f","$60,000 to $74,999"
"10534","ind9095","1439","67-69","f","$20,000 to $24,999"
"10535","ind9096","4624","67-69","f","$100,000 to $124,999"
"10536","ind9097","1845","67-69","f","$40,000 to $44,999"
"10537","ind9098","4624","67-69","f","$100,000 to $124,999"
"10538","ind9099","1683","67-69","f","$30,000 to $34,999"
"10539","ind91","1667","67-69","f","$30,000 to $34,999"
"10540","ind910","1197","67-69","f","$10,000 to $14,999"
"10541","ind9100","1505","67-69","f","$25,000 to $29,999"
"10542","ind9101","1638","67-69","f","$30,000 to $34,999"
"10543","ind9102","4624","67-69","f","$100,000 to $124,999"
"10544","ind9103","2050","67-69","f","$60,000 to $74,999"
"10545","ind9104","2224","67-69","f","$100,000 to $124,999"
"10546","ind9105","2215","67-69","f","$100,000 to $124,999"
"10547","ind9106","4624","67-69","f","$100,000 to $124,999"
"10548","ind9107","1483","67-69","f","$20,000 to $24,999"
"10549","ind9108","2135","67-69","f","$75,000 to $99,999"
"10550","ind9109","1818","67-69","f","$40,000 to $44,999"
"10551","ind911","1957","67-69","f","$50,000 to $59,999"
"10552","ind9110","1309","67-69","f","$15,000 to $19,999"
"10553","ind9111","1399","67-69","f","$20,000 to $24,999"
"10554","ind9112","1580","67-69","f","$25,000 to $29,999"
"10555","ind9113","1496","67-69","f","$20,000 to $24,999"
"10556","ind9114","4624","67-69","f","$100,000 to $124,999"
"10557","ind9115","1708","67-69","f","$30,000 to $34,999"
"10558","ind9116","1735","67-69","f","$30,000 to $34,999"
"10559","ind9117","1561","67-69","f","$25,000 to $29,999"
"10560","ind9118","1854","67-69","f","$45,000 to $49,999"
"10561","ind9119","1231","67-69","f","$10,000 to $14,999"
"10562","ind912","1941","67-69","f","$50,000 to $59,999"
"10563","ind9120","1096","67-69","f","Less than $10,000"
"10564","ind9121","1759","67-69","f","$35,000 to $39,999"
"10565","ind9122","2003","67-69","f","$60,000 to $74,999"
"10566","ind9123","2110","67-69","f","$75,000 to $99,999"
"10567","ind9124","1545","67-69","f","$25,000 to $29,999"
"10568","ind9125","1934","67-69","f","$50,000 to $59,999"
"10569","ind9126","2184","67-69","f","$100,000 to $124,999"
"10570","ind9127","2059","67-69","f","$60,000 to $74,999"
"10571","ind9128","1521","67-69","f","$25,000 to $29,999"
"10572","ind9129","1215","67-69","f","$10,000 to $14,999"
"10573","ind913","1283","67-69","f","$15,000 to $19,999"
"10574","ind9130","1755","67-69","f","$30,000 to $34,999"
"10575","ind9131","2220","67-69","f","$100,000 to $124,999"
"10576","ind9132","1674","67-69","f","$30,000 to $34,999"
"10577","ind9133","1728","67-69","f","$30,000 to $34,999"
"10578","ind9134","2011","67-69","f","$60,000 to $74,999"
"10579","ind9135","4624","67-69","f","$100,000 to $124,999"
"10580","ind9136","1129","67-69","f","Less than $10,000"
"10581","ind9137","1104","67-69","f","Less than $10,000"
"10582","ind9138","1177","67-69","f","$10,000 to $14,999"
"10583","ind9139","1628","67-69","f","$30,000 to $34,999"
"10584","ind914","1385","67-69","f","$20,000 to $24,999"
"10585","ind9140","1465","67-69","f","$20,000 to $24,999"
"10586","ind9141","1475","67-69","f","$20,000 to $24,999"
"10587","ind9142","1588","67-69","f","$25,000 to $29,999"
"10588","ind9143","1897","67-69","f","$50,000 to $59,999"
"10589","ind9144","1462","67-69","f","$20,000 to $24,999"
"10590","ind9145","1438","67-69","f","$20,000 to $24,999"
"10591","ind9146","2202","67-69","f","$100,000 to $124,999"
"10592","ind9147","1946","67-69","f","$50,000 to $59,999"
"10593","ind9148","1776","67-69","f","$35,000 to $39,999"
"10594","ind9149","2084","67-69","f","$60,000 to $74,999"
"10595","ind915","1324","67-69","f","$15,000 to $19,999"
"10596","ind9150","4624","67-69","f","$100,000 to $124,999"
"10597","ind9151","1326","67-69","f","$15,000 to $19,999"
"10598","ind9152","1557","67-69","f","$25,000 to $29,999"
"10599","ind9153","1523","67-69","f","$25,000 to $29,999"
"10600","ind9154","1613","67-69","f","$25,000 to $29,999"
"10601","ind9155","2051","67-69","f","$60,000 to $74,999"
"10602","ind9156","1371","67-69","f","$20,000 to $24,999"
"10603","ind9157","1221","67-69","f","$10,000 to $14,999"
"10604","ind9158","1918","67-69","f","$50,000 to $59,999"
"10605","ind9159","1579","67-69","f","$25,000 to $29,999"
"10606","ind916","1573","67-69","f","$25,000 to $29,999"
"10607","ind9160","1201","67-69","f","$10,000 to $14,999"
"10608","ind9161","1864","67-69","f","$45,000 to $49,999"
"10609","ind9162","1354","67-69","f","$15,000 to $19,999"
"10610","ind9163","1752","67-69","f","$30,000 to $34,999"
"10611","ind9164","1112","67-69","f","Less than $10,000"
"10612","ind9165","1606","67-69","f","$25,000 to $29,999"
"10613","ind9166","1740","67-69","f","$30,000 to $34,999"
"10614","ind9167","1234","67-69","f","$10,000 to $14,999"
"10615","ind9168","1868","67-69","f","$45,000 to $49,999"
"10616","ind9169","2113","67-69","f","$75,000 to $99,999"
"10617","ind917","1437","67-69","f","$20,000 to $24,999"
"10618","ind9170","4624","70-74","f","$100,000 to $124,999"
"10619","ind9171","1257","70-74","f","$15,000 to $19,999"
"10620","ind9172","1297","70-74","f","$15,000 to $19,999"
"10621","ind9173","1338","70-74","f","$15,000 to $19,999"
"10622","ind9174","1912","70-74","f","$50,000 to $59,999"
"10623","ind9175","1289","70-74","f","$15,000 to $19,999"
"10624","ind9176","4624","70-74","f","$100,000 to $124,999"
"10625","ind9177","1426","70-74","f","$20,000 to $24,999"
"10626","ind9178","1989","70-74","f","$60,000 to $74,999"
"10627","ind9179","2013","70-74","f","$60,000 to $74,999"
"10628","ind918","1804","70-74","f","$40,000 to $44,999"
"10629","ind9180","1849","70-74","f","$40,000 to $44,999"
"10630","ind9181","4624","70-74","f","$100,000 to $124,999"
"10631","ind9182","1921","70-74","f","$50,000 to $59,999"
"10632","ind9183","1408","70-74","f","$20,000 to $24,999"
"10633","ind9184","2009","70-74","f","$60,000 to $74,999"
"10634","ind9185","1846","70-74","f","$40,000 to $44,999"
"10635","ind9186","1170","70-74","f","$10,000 to $14,999"
"10636","ind9187","1722","70-74","f","$30,000 to $34,999"
"10637","ind9188","2186","70-74","f","$100,000 to $124,999"
"10638","ind9189","1795","70-74","f","$40,000 to $44,999"
"10639","ind919","1291","70-74","f","$15,000 to $19,999"
"10640","ind9190","1099","70-74","f","Less than $10,000"
"10641","ind9191","1919","70-74","f","$50,000 to $59,999"
"10642","ind9192","1158","70-74","f","$10,000 to $14,999"
"10643","ind9193","4624","70-74","f","$100,000 to $124,999"
"10644","ind9194","1311","70-74","f","$15,000 to $19,999"
"10645","ind9195","1397","70-74","f","$20,000 to $24,999"
"10646","ind9196","1468","70-74","f","$20,000 to $24,999"
"10647","ind9197","1750","70-74","f","$30,000 to $34,999"
"10648","ind9198","1255","70-74","f","$15,000 to $19,999"
"10649","ind9199","4624","70-74","f","$100,000 to $124,999"
"10650","ind92","1733","70-74","f","$30,000 to $34,999"
"10651","ind920","1745","70-74","f","$30,000 to $34,999"
"10652","ind9200","1512","70-74","f","$25,000 to $29,999"
"10653","ind9201","1427","70-74","f","$20,000 to $24,999"
"10654","ind9202","1590","70-74","f","$25,000 to $29,999"
"10655","ind9203","2004","70-74","f","$60,000 to $74,999"
"10656","ind9204","4624","70-74","f","$100,000 to $124,999"
"10657","ind9205","1982","70-74","f","$50,000 to $59,999"
"10658","ind9206","4624","70-74","f","$100,000 to $124,999"
"10659","ind9207","2012","70-74","f","$60,000 to $74,999"
"10660","ind9208","1089","70-74","f","Less than $10,000"
"10661","ind9209","1280","70-74","f","$15,000 to $19,999"
"10662","ind921","2213","70-74","f","$100,000 to $124,999"
"10663","ind9210","1484","70-74","f","$20,000 to $24,999"
"10664","ind9211","1165","70-74","f","$10,000 to $14,999"
"10665","ind9212","1212","70-74","f","$10,000 to $14,999"
"10666","ind9213","2112","70-74","f","$75,000 to $99,999"
"10667","ind9214","1471","70-74","f","$20,000 to $24,999"
"10668","ind9215","1705","70-74","f","$30,000 to $34,999"
"10669","ind9216","1792","70-74","f","$40,000 to $44,999"
"10670","ind9217","4624","70-74","f","$100,000 to $124,999"
"10671","ind9218","1319","70-74","f","$15,000 to $19,999"
"10672","ind9219","1649","70-74","f","$30,000 to $34,999"
"10673","ind922","1113","70-74","f","Less than $10,000"
"10674","ind9220","4624","70-74","f","$100,000 to $124,999"
"10675","ind9221","1622","70-74","f","$25,000 to $29,999"
"10676","ind9222","1691","70-74","f","$30,000 to $34,999"
"10677","ind9223","1517","70-74","f","$25,000 to $29,999"
"10678","ind9224","2091","70-74","f","$60,000 to $74,999"
"10679","ind9225","1681","70-74","f","$30,000 to $34,999"
"10680","ind9226","1716","70-74","f","$30,000 to $34,999"
"10681","ind9227","1633","70-74","f","$30,000 to $34,999"
"10682","ind9228","1244","70-74","f","$15,000 to $19,999"
"10683","ind9229","4624","70-74","f","$100,000 to $124,999"
"10684","ind923","1939","70-74","f","$50,000 to $59,999"
"10685","ind9230","1906","70-74","f","$50,000 to $59,999"
"10686","ind9231","2165","70-74","f","$75,000 to $99,999"
"10687","ind9232","1651","70-74","f","$30,000 to $34,999"
"10688","ind9233","4624","70-74","f","$100,000 to $124,999"
"10689","ind9234","4624","70-74","f","$100,000 to $124,999"
"10690","ind9235","1383","70-74","f","$20,000 to $24,999"
"10691","ind9236","1360","70-74","f","$15,000 to $19,999"
"10692","ind9237","1352","70-74","f","$15,000 to $19,999"
"10693","ind9238","1218","70-74","f","$10,000 to $14,999"
"10694","ind9239","4624","70-74","f","$100,000 to $124,999"
"10695","ind924","2196","70-74","f","$100,000 to $124,999"
"10696","ind9240","1859","70-74","f","$45,000 to $49,999"
"10697","ind9241","2221","70-74","f","$100,000 to $124,999"
"10698","ind9242","1704","70-74","f","$30,000 to $34,999"
"10699","ind9243","1816","70-74","f","$40,000 to $44,999"
"10700","ind9244","1204","70-74","f","$10,000 to $14,999"
"10701","ind9245","1224","70-74","f","$10,000 to $14,999"
"10702","ind9246","1079","70-74","f","Less than $10,000"
"10703","ind9247","1757","70-74","f","$30,000 to $34,999"
"10704","ind9248","1305","70-74","f","$15,000 to $19,999"
"10705","ind9249","2032","70-74","f","$60,000 to $74,999"
"10706","ind925","4624","70-74","f","$100,000 to $124,999"
"10707","ind9250","1210","70-74","f","$10,000 to $14,999"
"10708","ind9251","2064","70-74","f","$60,000 to $74,999"
"10709","ind9252","1874","70-74","f","$45,000 to $49,999"
"10710","ind9253","2087","70-74","f","$60,000 to $74,999"
"10711","ind9254","4624","70-74","f","$100,000 to $124,999"
"10712","ind9255","4624","70-74","f","$100,000 to $124,999"
"10713","ind9256","1812","70-74","f","$40,000 to $44,999"
"10714","ind9257","1560","70-74","f","$25,000 to $29,999"
"10715","ind9258","1589","70-74","f","$25,000 to $29,999"
"10716","ind9259","1896","70-74","f","$50,000 to $59,999"
"10717","ind926","4624","70-74","f","$100,000 to $124,999"
"10718","ind9260","1779","70-74","f","$40,000 to $44,999"
"10719","ind9261","1598","70-74","f","$25,000 to $29,999"
"10720","ind9262","1977","70-74","f","$50,000 to $59,999"
"10721","ind9263","1924","70-74","f","$50,000 to $59,999"
"10722","ind9264","1101","70-74","f","Less than $10,000"
"10723","ind9265","4624","70-74","f","$100,000 to $124,999"
"10724","ind9266","4624","70-74","f","$100,000 to $124,999"
"10725","ind9267","1086","70-74","f","Less than $10,000"
"10726","ind9268","1972","70-74","f","$50,000 to $59,999"
"10727","ind9269","4624","70-74","f","$100,000 to $124,999"
"10728","ind927","1895","70-74","f","$50,000 to $59,999"
"10729","ind9270","1943","70-74","f","$50,000 to $59,999"
"10730","ind9271","2216","70-74","f","$100,000 to $124,999"
"10731","ind9272","2121","70-74","f","$75,000 to $99,999"
"10732","ind9273","1114","70-74","f","Less than $10,000"
"10733","ind9274","1936","70-74","f","$50,000 to $59,999"
"10734","ind9275","1281","70-74","f","$15,000 to $19,999"
"10735","ind9276","2030","70-74","f","$60,000 to $74,999"
"10736","ind9277","2035","70-74","f","$60,000 to $74,999"
"10737","ind9278","2075","70-74","f","$60,000 to $74,999"
"10738","ind9279","1865","70-74","f","$45,000 to $49,999"
"10739","ind928","1803","70-74","f","$40,000 to $44,999"
"10740","ind9280","1697","70-74","f","$30,000 to $34,999"
"10741","ind9281","1992","70-74","f","$60,000 to $74,999"
"10742","ind9282","4624","70-74","f","$100,000 to $124,999"
"10743","ind9283","2212","70-74","f","$100,000 to $124,999"
"10744","ind9284","2199","70-74","f","$100,000 to $124,999"
"10745","ind9285","2001","70-74","f","$60,000 to $74,999"
"10746","ind9286","4624","70-74","f","$100,000 to $124,999"
"10747","ind9287","1655","70-74","f","$30,000 to $34,999"
"10748","ind9288","1436","70-74","f","$20,000 to $24,999"
"10749","ind9289","1685","70-74","f","$30,000 to $34,999"
"10750","ind929","1994","70-74","f","$60,000 to $74,999"
"10751","ind9290","1867","70-74","f","$45,000 to $49,999"
"10752","ind9291","2214","70-74","f","$100,000 to $124,999"
"10753","ind9292","2170","70-74","f","$75,000 to $99,999"
"10754","ind9293","1922","70-74","f","$50,000 to $59,999"
"10755","ind9294","1355","70-74","f","$15,000 to $19,999"
"10756","ind9295","2088","70-74","f","$60,000 to $74,999"
"10757","ind9296","4624","70-74","f","$100,000 to $124,999"
"10758","ind9297","2027","70-74","f","$60,000 to $74,999"
"10759","ind9298","1443","70-74","f","$20,000 to $24,999"
"10760","ind9299","1363","70-74","f","$15,000 to $19,999"
"10761","ind93","4624","70-74","f","$100,000 to $124,999"
"10762","ind930","1266","70-74","f","$15,000 to $19,999"
"10763","ind9300","1432","70-74","f","$20,000 to $24,999"
"10764","ind9301","1594","70-74","f","$25,000 to $29,999"
"10765","ind9302","4624","70-74","f","$100,000 to $124,999"
"10766","ind9303","1422","70-74","f","$20,000 to $24,999"
"10767","ind9304","2158","70-74","f","$75,000 to $99,999"
"10768","ind9305","1469","70-74","f","$20,000 to $24,999"
"10769","ind9306","1773","70-74","f","$35,000 to $39,999"
"10770","ind9307","2177","70-74","f","$100,000 to $124,999"
"10771","ind9308","1694","70-74","f","$30,000 to $34,999"
"10772","ind9309","2219","70-74","f","$100,000 to $124,999"
"10773","ind931","1345","70-74","f","$15,000 to $19,999"
"10774","ind9310","1232","70-74","f","$10,000 to $14,999"
"10775","ind9311","2203","70-74","f","$100,000 to $124,999"
"10776","ind9312","1168","70-74","f","$10,000 to $14,999"
"10777","ind9313","4624","70-74","f","$100,000 to $124,999"
"10778","ind9314","1543","70-74","f","$25,000 to $29,999"
"10779","ind9315","1293","70-74","f","$15,000 to $19,999"
"10780","ind9316","1296","70-74","f","$15,000 to $19,999"
"10781","ind9317","1593","70-74","f","$25,000 to $29,999"
"10782","ind9318","4624","70-74","f","$100,000 to $124,999"
"10783","ind9319","1825","70-74","f","$40,000 to $44,999"
"10784","ind932","1951","70-74","f","$50,000 to $59,999"
"10785","ind9320","4624","70-74","f","$100,000 to $124,999"
"10786","ind9321","4624","70-74","f","$100,000 to $124,999"
"10787","ind9322","1644","70-74","f","$30,000 to $34,999"
"10788","ind9323","1905","70-74","f","$50,000 to $59,999"
"10789","ind9324","4624","70-74","f","$100,000 to $124,999"
"10790","ind9325","2106","70-74","f","$75,000 to $99,999"
"10791","ind9326","4624","70-74","f","$100,000 to $124,999"
"10792","ind9327","1955","70-74","f","$50,000 to $59,999"
"10793","ind9328","1964","70-74","f","$50,000 to $59,999"
"10794","ind9329","1677","70-74","f","$30,000 to $34,999"
"10795","ind933","1959","70-74","f","$50,000 to $59,999"
"10796","ind9330","1888","70-74","f","$45,000 to $49,999"
"10797","ind9331","1968","70-74","f","$50,000 to $59,999"
"10798","ind9332","4624","70-74","f","$100,000 to $124,999"
"10799","ind9333","1327","70-74","f","$15,000 to $19,999"
"10800","ind9334","1956","70-74","f","$50,000 to $59,999"
"10801","ind9335","1308","70-74","f","$15,000 to $19,999"
"10802","ind9336","1339","70-74","f","$15,000 to $19,999"
"10803","ind9337","1519","70-74","f","$25,000 to $29,999"
"10804","ind9338","2204","70-74","f","$100,000 to $124,999"
"10805","ind9339","1148","70-74","f","$10,000 to $14,999"
"10806","ind934","1827","70-74","f","$40,000 to $44,999"
"10807","ind9340","1313","70-74","f","$15,000 to $19,999"
"10808","ind9341","1686","70-74","f","$30,000 to $34,999"
"10809","ind9342","1118","70-74","f","Less than $10,000"
"10810","ind9343","1455","70-74","f","$20,000 to $24,999"
"10811","ind9344","1596","70-74","f","$25,000 to $29,999"
"10812","ind9345","1786","70-74","f","$40,000 to $44,999"
"10813","ind9346","1299","70-74","f","$15,000 to $19,999"
"10814","ind9347","4624","70-74","f","$100,000 to $124,999"
"10815","ind9348","1853","70-74","f","$45,000 to $49,999"
"10816","ind9349","2188","70-74","f","$100,000 to $124,999"
"10817","ind935","1116","70-74","f","Less than $10,000"
"10818","ind9350","1321","70-74","f","$15,000 to $19,999"
"10819","ind9351","1624","70-74","f","$25,000 to $29,999"
"10820","ind9352","1526","70-74","f","$25,000 to $29,999"
"10821","ind9353","4624","70-74","f","$100,000 to $124,999"
"10822","ind9354","1532","70-74","f","$25,000 to $29,999"
"10823","ind9355","1192","70-74","f","$10,000 to $14,999"
"10824","ind9356","4624","70-74","f","$100,000 to $124,999"
"10825","ind9357","1536","70-74","f","$25,000 to $29,999"
"10826","ind9358","1515","70-74","f","$25,000 to $29,999"
"10827","ind9359","1509","70-74","f","$25,000 to $29,999"
"10828","ind936","1284","70-74","f","$15,000 to $19,999"
"10829","ind9360","1775","70-74","f","$35,000 to $39,999"
"10830","ind9361","2223","70-74","f","$100,000 to $124,999"
"10831","ind9362","1301","70-74","f","$15,000 to $19,999"
