"","OBJECTID","LOCNUM","CONAME","STREET","CITY","STATE","STATE_NAME","ZIP","ZIP4","NAICS","SIC","SALESVOL","HDBRCH","ULTNUM","PUBPRV","EMPNUM","FRNCOD","ISCODE","SQFTCODE","LOC_NAME","STATUS","SCORE","SOURCE","REC_TYPE","coords.x1","coords.x2","optional"
"4291","893269","871232214","8MACNAUGHTON GROUP","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","32372100","565520",2,"3","00000000","0",1.5,"1",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4544999999999,43.138,TRUE
"4292","893275","271232254","4LIGHT BULB SOURCE","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","73331200","935310",5,"3","00000000","0",7,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4505999999999,43.1323000000001,TRUE
"4293","893549","871235593","2OVERSEAS COURIER SVC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","14249200","651920",3,"4","00000000","0",1.5,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4507,43.1372000000001,TRUE
"4294","900181","971309678","8ESTHETIC DENTAL DESIGNS LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","93391160","480720",1,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.451,43.1357,TRUE
"4295","900182","871309689","7FLORIDA TODAY","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4424","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4445999999999,43.1346,TRUE
"4296","900189","871309746","4CHILD & FAMILY SVC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","69231300","494410",2,"0","00000000","0",1.3,"1",NA,NA,"8PointAddress",NA,0,"2INFOGROU",0,-72.4581999999999,43.1456,TRUE
"4297","900194","271309785","9LPL FINANCIAL","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","85239300","262820",3,"2","240190992","8",2,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4431,43.1355000000001,TRUE
"4298","900206","371309899","6ALTRES","KAPIOLANI BLVD THE ALTRES","HONOLULU","H","IHawaii","9681","4","5613300","173630",3,"2","00000000","0",4,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4453999999999,43.1349000000001,TRUE
"4299","900217","371310009","8ISLAND OLIVE OIL CO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","23112251","651496",9,"3","00000000","0",9,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4300","900229","871310146","5HARBOR CHURCH","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4422","28131100","886610",7,"0","00000000","0",3,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4392999999999,43.0863,TRUE
"4301","928168","171552943","0HONOLULU FASHION DISTRICT","HOPAKA ST","HONOLULU","H","IHawaii","9681","4340","64481400","156510",1,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.443,43.0983000000001,TRUE
"4302","928471","071554592","11001 QUEEN LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4716999999999,43.0514000000001,TRUE
"4303","929881","871569835","9Y M N H LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.5073,43.1387000000001,TRUE
"4305","935648","171655870","0BRAMPTON PACIFIC INS CO INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","45242100","164111",2,"2","00000000","0",5,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.5062,43.1381000000001,TRUE
"4306","935650","471655884","0ALARABI LANGUAGE LLC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4445999999999,43.1309000000001,TRUE
"4307","937593","571664298","8PREMO'S PIANO SHOP","WARD AVE","HONOLULU","H","IHawaii","9681","4332","68114903","376991",3,"2","00000000","0",3,"0",NA,NA,"1StreetAddres","s",0,"2INFOGROU",0,-72.4485,43.1312,TRUE
"4308","939976","171689837","8NEW ESTHETICS SPA","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","07139401","779910",5,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4425999999999,43.1348000000001,TRUE
"4309","942468","071700736","1L & M PACIFIC LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","59999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4935999999999,43.0695000000001,TRUE
"4311","954499","971776255","5K A INVESTMENT GROUP LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","55239100","162111",1,"3","00000000","0",7,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4513,43.1441,TRUE
"4312","955181","071779818","8DIAMOND GIRL LLC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4263,43.0790000000001,TRUE
"4313","963490","471817006","6IREH RENTAL CAR LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","55321110","175140",1,"3","00000000","0",8,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4507,43.1372000000001,TRUE
"4316","971586","371855505","0KAKAAKO BY NIGHT LLC","CUMMINS ST","HONOLULU","H","IHawaii","9681","4330","49999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4338,43.0771000000001,TRUE
"4317","975388","471868407","4T K Y W LLC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4211","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3591,43.0809000000001,TRUE
"4318","979875","871887537","8FOOTHILL SECURITIES INC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","25239300","262820",3,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4290999999999,43.0980000000001,TRUE
"4319","1009006","772074163","4PRECISE HEALTHCARE SOLUTIONS","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4426","16219992","180990",7,"2","00000000","0",5,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4483999999999,43.1368,TRUE
"4320","1011347","372083726","3MIETO'S LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4427","29999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4394999999999,43.1121000000001,TRUE
"4322","1020422","872130234","3ULTRA RECOVERY LABS INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4341","15417141","487310",4,"0","00000000","0",1.8,"1",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.3212999999999,43.1058000000001,TRUE
"4323","1039024","972236103","4HONOLULU CRYOTHERAPY LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4341","19999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4288999999999,43.0475000000001,TRUE
"4324","1042476","572251597","5SAVILO ENTERPRISES INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4488,43.1367,TRUE
"4325","1042478","072251607","2ASIA PACIFIC ACCTG GROUP LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","35412190","387210",2,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4445999999999,43.1346,TRUE
"4326","1043534","172257549","0PIGGY SMALLS","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4447,43.1347000000001,TRUE
"4328","1043857","272259653","6CATHERINE S CORP","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","19999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4362999999999,43.1185000000001,TRUE
"4329","1045680","572270659","0KEALOPIKO","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4697,43.1799,TRUE
"4330","1053101","172317299","6COFFEE BEAN & TEA LEAF","AUAHI ST","HONOLULU","H","IHawaii","9681","4490","07225150","558122",8,"2","210081558","8",1.4,"1H",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3402999999999,43.1694,TRUE
"4331","1055001","972325705","2OAHU POWDER COATING","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","88111220","375360",1,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4254,43.2564000000001,TRUE
"4332","1056355","972331430","4BIG ISLAND VOLCANO TOURS","WAIMANU ST","HONOLULU","H","IHawaii","9681","4331","95615200","747250",1,"2","00000000","0",5,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4258,43.2472000000001,TRUE
"4333","1056880","372333726","1HAIR BY JOSLYN","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","38121120","272310",6,"2","00000000","0",2,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4241,43.2361000000001,TRUE
"4334","1059347","472347335","7OI COLLECTION LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4577999999999,43.1587000000001,TRUE
"4335","1061602","972356470","2VAHAI LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4282,43.2652000000001,TRUE
"4336","1068748","172386016","2ROMSCO INC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4424","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4542,43.1686,TRUE
"4337","1072138","972404964","1LUXURY BOUTIQUE EXCHANGE LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4424","34481200","156210",5,"2","00000000","0",2,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4242,43.2364000000001,TRUE
"4338","1072139","972404970","0HAWAII ANIMAL CREATION CORP","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4152,43.1767,TRUE
"4339","1073953","872415663","0CINDY S ELLINGTON LLC","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4426","19999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4242,43.2349000000001,TRUE
"4340","1073955","172415670","9V M E SOLUTIONS LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4695,43.1703000000001,TRUE
"4341","1076567","472428477","7VIOLIN ARTISTRY","WARD AVE","HONOLULU","H","IHawaii","9681","4332","49999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2StreetAddres","s",0,"2INFOGROU",0,-72.3330999999999,43.1466000000001,TRUE
"4342","1081519","572455246","2JGA FAMILY HOLDINGS LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","35511120","167190",1,"3","00000000","0",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4066999999999,43.2534000000001,TRUE
"4343","1081982","072457947","1SURFERCISE FITNESS","ALA MOANA PARK DR","HONOLULU","H","IHawaii","9681","5","7139401","179910",1,"2","00000000","0",4,"0",NA,NA,"2StreetName",NA,0,"1INFOGROU",0,-72.4581999999999,43.1699000000001,TRUE
"4344","1082152","472459040","9HOUSE OF ARIA WARD","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","24481900","256994",7,"3","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4039999999999,43.2572000000001,TRUE
"4345","1083092","072463367","5EXCELLENT AUTO CTR INC","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","29999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.3321999999999,43.2076000000001,TRUE
"4346","1086538","072485492","9KE KILOHANAPELEAWARDS","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4424","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4032,43.2656000000001,TRUE
"4347","1087763","772489214","3TRES INC","AUAHI ST","HONOLULU","H","IHawaii","9681","4595","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.5058,43.217,TRUE
"4348","1089831","372500412","2POSTURE 20 LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4414","69999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3989999999999,43.2645000000001,TRUE
"4349","1097307","472536735","5CRACK BEEF LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","77225111","758120",8,"2","00000000","0",8,"0",NA,"0","2PointAddress",NA,0,"2INFOGROU",0,-72.5076999999999,43.2016000000001,TRUE
"4350","1097308","572536740","2GEOFFREY LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3604,43.1490000000001,TRUE
"4351","1098927","572544805","7RUCKUS SPORTFISHING & DIVING","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","14872100","579992",8,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3991999999999,43.2485000000001,TRUE
"4352","1100145","872550019","5R F O 96815 LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4855,43.1937000000001,TRUE
"4353","1102193","372563782","5NALU HEALTH BAR AT WARD LLC","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","87225111","758120",8,"2","00000000","0",8,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4251999999999,43.2365000000001,TRUE
"4354","1104913","972578211","5T S K LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4411","69999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4372999999999,43.2646,TRUE
"4355","1108902","272604256","6BURL & BARREL LLC","CUMMINS ST","HONOLULU","H","IHawaii","9681","4340","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4589,43.1718000000001,TRUE
"4356","1109066","372605085","7BRICK OVEN PIZZA","AUAHI ST","HONOLULU","H","IHawaii","9681","4494","97225111","758120",8,"3","00000000","0",2,"1",NA,"P","6PointAddress",NA,0,"2INFOGROU",0,-72.3969999999999,43.2632000000001,TRUE
"4357","1109399","172607097","4LITTLE FISH OCEAN SWIMMING SC","HALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","56111100","782110",3,"0","00000000","0",9,"0",NA,NA,"5StreetAddres","s",0,"2INFOGROU",0,-72.4224,43.2371000000001,TRUE
"4358","1110470","472611329","9SYMPHONY PARK","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","37121900","479995",1,"0","00000000","0",8,"0",NA,NA,"7PointAddress",NA,0,"2INFOGROU",0,-72.4229999999999,43.2358,TRUE
"4359","1110471","372611333","2K M HALAWA LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4229999999999,43.2358,TRUE
"4360","1113832","672628109","5A P P L LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3366,43.1895000000001,TRUE
"4361","1113923","072628761","7TRADEWIND CHARTERS HAWAII","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","15615200","747250",1,"2","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.3753999999999,43.1489,TRUE
"4362","1115278","472636839","3YOGA KAI","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","56116991","479994",9,"2","00000000","0",2,"0",NA,NA,"2StreetAddres","s",0,"2INFOGROU",0,-72.4697,43.1799,TRUE
"4363","1116318","272659000","2HIGGINS REALTY CORP","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","95312100","365311",8,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.3101,43.2052000000001,TRUE
"4364","1122940","972900544","3JOCOR","AUAHI ST","HONOLULU","H","IHawaii","9681","4411","29999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.5135999999999,43.2017000000001,TRUE
"4365","1126652","073031136","0CHUNG'S CANDIES","QUEEN ST","HONOLULU","H","IHawaii","9681","4414","54452920","254410",1,"2","00000000","0",8,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4735,43.2580000000001,TRUE
"4366","1127941","373099164","5VIA GELATO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4758999999999,43.2412000000001,TRUE
"4367","1128553","573103015","5VENDING 808 LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","94542100","559620",1,"2","00000000","0",6,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4241,43.2582000000001,TRUE
"4368","1129046","373106884","2ROYAL ACADEMY OF BALLET","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4216","86116101","179110",1,"1","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4016,43.2621,TRUE
"4369","1129882","273146291","9OAHU BOAT CRUISES","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4490","15615100","147240",6,"2","00000000","0",2,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4815,43.1880000000001,TRUE
"4370","1130224","973148289","6FITBARRE HAWAII","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4612999999999,43.1783,TRUE
"4371","1132774","273206738","8PLUMERIA A LA CARTE LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3561,43.1539000000001,TRUE
"4372","1135817","373379705","3ALL THINGS TAHITI","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4521","24481400","156510",1,"3","00000000","0",6,"0",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.3621999999999,43.1501000000001,TRUE
"4373","1136582","473387263","1HAWAII COFFEE CLUB LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4340","98134100","486410",8,"0","00000000","0",9,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4256,43.2374,TRUE
"4374","1139365","773410035","2PUPUKEA LANDING LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4423","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4507,43.1493,TRUE
"4375","1140857","873426632","5LILEONA LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4420","69999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3584999999999,43.1846000000001,TRUE
"4376","1140971","273428290","2MEDIA GROUP HI INC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4340","79999900","499997",7,"0","00000000","0",0,"0",NA,NA,"1PointAddress",NA,0,"2INFOGROU",0,-72.4279,43.2589000000001,TRUE
"4377","1140972","073428299","1I LOVE HAWAII KOREATOWN","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4340","79999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4612999999999,43.1783,TRUE
"4378","1141331","573431503","5TROPIC FISH HAWAII","AUAHI ST","HONOLULU","H","IHawaii","9681","4415","89999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4514,43.1491000000001,TRUE
"4379","1143310","073445806","1CREATIVE CO","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05415121","773731",1,"2","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4229999999999,43.2358,TRUE
"4380","1146559","073474382","8DIAMOND HEAD FILM LLC","KAWAIAHAO ST","HONOLULU","H","IHawaii","9681","4410","19999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4229999999999,43.2358,TRUE
"4381","1152339","473526076","5WHOLE FOODS MARKET","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","04451100","354110",5,"4","288601201","2",2,"2q",NA,NA,"6StreetAddres","s",0,"2INFOGROU",0,-72.4138,43.1701000000001,TRUE
"4382","1153264","573545432","6IDESIGN SYSTEMS LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4184999999999,43.2599000000001,TRUE
"4383","1153644","773547699","9HAWAII BEST LOANS LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4429","35222920","261620",1,"2","00000000","0",5,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4415999999999,43.2246000000001,TRUE
"4384","1154346","373554468","2CHINGU","KAPIOLANI BLVD","HONOLULU","H","IHawaii","9681","4210","39999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.4226999999999,43.2528,TRUE
"4385","1154490","673555576","8PICKY NICKY LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4205,43.2359000000001,TRUE
"4386","1154704","973557479","1TRUSTEE ADMINISTRATIVE SVC HI","WAIMANU ST","HONOLULU","H","IHawaii","9681","4341","55419900","989999",9,"2","00000000","0",7,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4238999999999,43.2373,TRUE
"4387","1156919","073575659","7MALAMA SOLAR LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","02382203","217111",1,"3","00000000","0",6,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4236,43.2342000000001,TRUE
"4388","1157501","473577957","0TWO TIDES BAR","KAMAKEE ST","HONOLULU","H","IHawaii","9681","4520","07225111","758120",8,"2","00000000","0",8,"0",NA,NA,"3StreetAddres","s",0,"2INFOGROU",0,-72.4514,43.1491000000001,TRUE
"4389","1161231","373616708","7FETCH FINANCIAL","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05239300","262820",3,"2","00000000","0",3,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.3768,43.2364000000001,TRUE
"4390","1163268","973634406","7HAPA REALTY","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","35312100","365311",8,"2","00000000","0",3,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4338,43.2021,TRUE
"4391","1168384","073702619","0ISLAND OLIVE OIL CO","QUEEN ST","HONOLULU","H","IHawaii","9681","4416","73112251","120790",2,"3","00000000","0",6,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.4249,43.2374,TRUE
"4392","1168773","673716015","1HATCH","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4231,43.236,TRUE
"4393","1173901","773771496","81728 NUUANU LLC","WAIMANU ST","HONOLULU","H","IHawaii","9681","4425","99999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.3464,43.2126000000001,TRUE
"4394","1173902","273771502","8EAST DOLLAR WEST LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","04523191","253310",1,"2","00000000","0",1,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4239999999999,43.2353000000001,TRUE
"4395","1173902","473771505","1HBH RESIDENTIAL PROGRAMS LLC","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4426","29999900","499997",7,"0","00000000","0",0,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4517999999999,43.1486000000001,TRUE
"4396","1174276","873773916","4DIAMOND HEAD CHOCOLATE CO","ALA MOANA BLVD","HONOLULU","H","IHawaii","9681","4520","64452920","254410",1,"2","00000000","0",8,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.3601999999999,43.1496000000001,TRUE
"4397","1174432","373775448","9IDAN INVESTMENTS CORP","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05239100","162111",1,"3","00000000","0",7,"0",NA,NA,"5PointAddress",NA,0,"2INFOGROU",0,-72.3330999999999,43.1466000000001,TRUE
"4398","1174433","473775464","6APPLE CREAMPIE INC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","04451100","254110",4,"3","00000000","0",4,"0",NA,NA,"3PointAddress",NA,0,"2INFOGROU",0,-72.4254999999999,43.2409000000001,TRUE
"4399","1174433","673775466","0AMERICAN EMBASSY HOTEL INC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","07211100","270110",1,"3","00000000","0",1.7,"1",NA,NA,"6PointAddress",NA,0,"2INFOGROU",0,-72.4292,43.2378000000001,TRUE
"4400","1175237","473782065","2KONA NOTE 101 LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","09999900","499997",7,"0","00000000","0",0,"0",NA,NA,"2PointAddress",NA,0,"2INFOGROU",0,-72.425,43.2347,TRUE
"4401","1181323","973853477","7WHO MANAGEMENT LLC","QUEEN ST","HONOLULU","H","IHawaii","9681","4413","05611102","287413",0,"2","00000000","0",4,"0",NA,NA,"4PointAddress",NA,0,"2INFOGROU",0,-72.4202999999999,43.2460000000001,TRUE
